timestamp_utc,market_id,gross_demand_mw,net_load_mw,wind_mw,solar_mw,market_scale_mw,da_lmp_usd_per_mwh,forecast_gross_h1_mw,forecast_gross_h2_mw,forecast_gross_h3_mw,forecast_net_h1_mw,forecast_net_h2_mw,forecast_net_h3_mw,forecast_issue_time_utc,forecast_vintage_id,quality_ok
2026-02-21T04:00:00Z,MISO_MINN_HUB,75581.0,62671.0,12907.0,3.0,91510.75,31.0,74728.33863338019,71827.74656809519,69469.77579797074,60944.907435909445,55637.20116866578,52676.65410543576,2026-02-21T04:00:00Z,bundle-fbcddb17c6afab4b862b2d0a,True
2026-02-21T04:00:00Z,NYISO_NYC_J,5383.9352,5383.9352,1392.0,0.0,7054.87155,49.14,5153.526850387333,5088.259893698643,5009.612030623957,5153.526850387333,5088.259893698643,5009.612030623957,2026-02-21T04:00:00Z,bundle-5e6c704f87cc84392722a1dc,True
2026-02-21T04:00:00Z,SPP_NORTH_HUB,34054.0,23237.0,10817.0,0.0,41569.45,31.9053,35255.4667041582,34781.46857630973,33340.59272330746,21362.358757535534,18696.749143156798,19506.67470089648,2026-02-21T04:00:00Z,bundle-2f15011435d8697103800f66,True
2026-02-21T05:00:00Z,CAISO_NP15,26702.0,26398.0,304.0,0.0,32722.8,38.62308,25245.15620668613,26154.24752762595,24521.555094640917,25392.878818375983,25654.41051547609,22473.872333019073,2026-02-21T05:00:00Z,bundle-7c9cd8b3c5e3cdaef57583cc,True
2026-02-21T05:00:00Z,ERCOT_LZ_NORTH,46622.967604,35767.83819633055,10854.972905122222,0.1565025472222222,71754.41932255,19.6,46472.34797152524,44925.91584009153,44171.823298426745,32778.99411007753,31383.042154041566,30124.63232125855,2026-02-21T05:00:00Z,bundle-109861ef5e61f980f9d7e90b,True
2026-02-21T05:00:00Z,ISONE_NEMA,13538.0,12698.0,839.0,1.0,17608.25,60.49,13899.799268208762,13889.140311734245,13833.510706929052,13340.012562564048,13355.905180533435,13246.669338289104,2026-02-21T05:00:00Z,bundle-300300ae302ff22f5c9d57a4,True
2026-02-21T05:00:00Z,MISO_MINN_HUB,73468.0,60709.0,12756.0,3.0,91510.75,27.56,71827.74656809519,69469.77579797074,68618.12925334246,55637.20116866578,52676.65410543576,51701.677347275414,2026-02-21T05:00:00Z,bundle-fbcddb17c6afab4b862b2d0a,True
2026-02-21T05:00:00Z,NYISO_NYC_J,5144.9709,5144.9709,1319.0,0.0,7054.87155,43.95,5088.259893698643,5009.612030623957,4951.249282059491,5088.259893698643,5009.612030623957,4951.249282059491,2026-02-21T05:00:00Z,bundle-5e6c704f87cc84392722a1dc,True
2026-02-21T05:00:00Z,SPP_NORTH_HUB,33417.0,22501.0,10916.0,0.0,41569.45,30.9844,34781.46857630973,33340.59272330746,32439.648148845317,18696.749143156798,19506.67470089648,21783.16021164958,2026-02-21T05:00:00Z,bundle-2f15011435d8697103800f66,True
2026-02-21T06:00:00Z,CAISO_NP15,26588.0,26278.0,310.0,0.0,32722.8,37.67189,26154.24752762595,24521.555094640917,23027.574848942902,25654.41051547609,22473.872333019073,21508.12377208526,2026-02-21T06:00:00Z,bundle-7c9cd8b3c5e3cdaef57583cc,True
2026-02-21T06:00:00Z,ERCOT_LZ_NORTH,44943.412625,32822.45371296944,12120.790463891664,0.1684481388888888,71754.41932255,19.97,44925.91584009153,44171.823298426745,43334.13536266232,31383.042154041566,30124.63232125855,29251.549789052664,2026-02-21T06:00:00Z,bundle-109861ef5e61f980f9d7e90b,True
2026-02-21T06:00:00Z,ISONE_NEMA,13271.0,12485.0,785.0,1.0,17608.25,62.07,13889.140311734245,13833.510706929052,13599.34734010962,13355.905180533435,13246.669338289104,12894.571841500587,2026-02-21T06:00:00Z,bundle-300300ae302ff22f5c9d57a4,True
2026-02-21T06:00:00Z,MISO_MINN_HUB,71267.0,59389.0,11874.0,4.0,91510.75,26.87,69469.77579797074,68618.12925334246,67704.59623074239,52676.65410543576,51701.677347275414,51372.78185267751,2026-02-21T06:00:00Z,bundle-fbcddb17c6afab4b862b2d0a,True
2026-02-21T06:00:00Z,NYISO_NYC_J,4963.0296,4963.0296,1154.0,0.0,7054.87155,43.82,5009.612030623957,4951.249282059491,4995.776990154272,5009.612030623957,4951.249282059491,4995.776990154272,2026-02-21T06:00:00Z,bundle-5e6c704f87cc84392722a1dc,True
2026-02-21T06:00:00Z,SPP_NORTH_HUB,32805.0,21168.0,11637.0,0.0,41569.45,30.9749,33340.59272330746,32439.648148845317,31893.636766374988,19506.67470089648,21783.16021164958,20808.019009573203,2026-02-21T06:00:00Z,bundle-2f15011435d8697103800f66,True
2026-02-21T07:00:00Z,CAISO_NP15,25573.0,25193.0,380.0,0.0,32722.8,36.84025,24521.555094640917,23027.574848942902,22629.549045508476,22473.872333019073,21508.12377208526,21593.682761039112,2026-02-21T07:00:00Z,bundle-7c9cd8b3c5e3cdaef57583cc,True
2026-02-21T07:00:00Z,ERCOT_LZ_NORTH,43776.723064,30786.158153838893,12990.407828516663,0.1570816444444444,71754.41932255,19.67,44171.823298426745,43334.13536266232,42942.05310413513,30124.63232125855,29251.549789052664,27304.771164387676,2026-02-21T07:00:00Z,bundle-109861ef5e61f980f9d7e90b,True
2026-02-21T07:00:00Z,ISONE_NEMA,13586.0,12881.0,704.0,1.0,17608.25,61.22,13833.510706929052,13599.34734010962,13862.175564267378,13246.669338289104,12894.571841500587,13167.41340390289,2026-02-21T07:00:00Z,bundle-300300ae302ff22f5c9d57a4,True
2026-02-21T07:00:00Z,MISO_MINN_HUB,69800.0,58473.0,11324.0,3.0,91510.75,26.28,68618.12925334246,67704.59623074239,67148.15960031985,51701.677347275414,51372.78185267751,52133.39548287762,2026-02-21T07:00:00Z,bundle-fbcddb17c6afab4b862b2d0a,True
2026-02-21T07:00:00Z,NYISO_NYC_J,4828.7537,4828.7537,1122.0,0.0,7054.87155,43.82,4951.249282059491,4995.776990154272,5123.048077751908,4951.249282059491,4995.776990154272,5123.048077751908,2026-02-21T07:00:00Z,bundle-5e6c704f87cc84392722a1dc,True
2026-02-21T07:00:00Z,SPP_NORTH_HUB,32209.0,21044.0,11165.0,0.0,41569.45,31.4552,32439.648148845317,31893.636766374988,31689.080176327105,21783.16021164958,20808.019009573203,19192.763781003203,2026-02-21T07:00:00Z,bundle-2f15011435d8697103800f66,True
2026-02-21T08:00:00Z,CAISO_NP15,24383.0,23966.0,417.0,0.0,32722.8,38.97245,23027.574848942902,22629.549045508476,22246.028988964517,21508.12377208526,21593.682761039112,21336.218396548502,2026-02-21T08:00:00Z,bundle-7c9cd8b3c5e3cdaef57583cc,True
2026-02-21T08:00:00Z,ERCOT_LZ_NORTH,42985.395207,29214.529960988893,13770.713884927776,0.1513610833333333,71754.41932255,17.87,43334.13536266232,42942.05310413513,43721.30771580087,29251.549789052664,27304.771164387676,26069.265406457595,2026-02-21T08:00:00Z,bundle-109861ef5e61f980f9d7e90b,True
2026-02-21T08:00:00Z,ISONE_NEMA,13425.0,12736.0,688.0,1.0,17608.25,59.47,13599.34734010962,13862.175564267378,14578.895139719803,12894.571841500587,13167.41340390289,13896.028452961698,2026-02-21T08:00:00Z,bundle-300300ae302ff22f5c9d57a4,True
2026-02-21T08:00:00Z,MISO_MINN_HUB,68629.0,56931.0,11695.0,3.0,91510.75,26.81,67704.59623074239,67148.15960031985,67943.28184084178,51372.78185267751,52133.39548287762,53231.02928265194,2026-02-21T08:00:00Z,bundle-fbcddb17c6afab4b862b2d0a,True
2026-02-21T08:00:00Z,NYISO_NYC_J,4746.5047,4746.5047,1095.0,0.0,7054.87155,43.22,4995.776990154272,5123.048077751908,5276.384315260935,4995.776990154272,5123.048077751908,5276.384315260935,2026-02-21T08:00:00Z,bundle-5e6c704f87cc84392722a1dc,True
2026-02-21T08:00:00Z,SPP_NORTH_HUB,31876.0,19213.0,12663.0,0.0,41569.45,31.5657,31893.636766374988,31689.080176327105,31662.36833800586,20808.019009573203,19192.763781003203,20023.562314862418,2026-02-21T08:00:00Z,bundle-2f15011435d8697103800f66,True
2026-02-21T09:00:00Z,CAISO_NP15,24320.0,23927.0,393.0,0.0,32722.8,37.81994,22629.549045508476,22246.028988964517,21701.430627790225,21593.682761039112,21336.218396548502,20340.64724147623,2026-02-21T09:00:00Z,bundle-7c9cd8b3c5e3cdaef57583cc,True
2026-02-21T09:00:00Z,ERCOT_LZ_NORTH,42542.283538,29088.216298611114,13453.92854381389,0.138695575,71754.41932255,18.0,42942.05310413513,43721.30771580087,44883.54076497664,27304.771164387676,26069.265406457595,25556.910401536385,2026-02-21T09:00:00Z,bundle-109861ef5e61f980f9d7e90b,True
2026-02-21T09:00:00Z,ISONE_NEMA,13261.0,12565.0,696.0,0.0,17608.25,59.24,13862.175564267378,14578.895139719803,14588.564527213537,13167.41340390289,13896.028452961698,13820.414251621767,2026-02-21T09:00:00Z,bundle-300300ae302ff22f5c9d57a4,True
2026-02-21T09:00:00Z,MISO_MINN_HUB,68285.0,56877.0,11404.0,4.0,91510.75,27.13,67148.15960031985,67943.28184084178,69264.65622839142,52133.39548287762,53231.02928265194,53112.044098397906,2026-02-21T09:00:00Z,bundle-fbcddb17c6afab4b862b2d0a,True
2026-02-21T09:00:00Z,NYISO_NYC_J,4728.0806,4728.0806,1037.0,0.0,7054.87155,43.22,5123.048077751908,5276.384315260935,5433.8162210923,5123.048077751908,5276.384315260935,5433.8162210923,2026-02-21T09:00:00Z,bundle-5e6c704f87cc84392722a1dc,True
2026-02-21T09:00:00Z,SPP_NORTH_HUB,31909.0,18114.0,13795.0,0.0,41569.45,31.9267,31689.080176327105,31662.36833800586,31973.525404113745,19192.763781003203,20023.562314862418,18905.888334697367,2026-02-21T09:00:00Z,bundle-2f15011435d8697103800f66,True
2026-02-21T10:00:00Z,CAISO_NP15,23523.0,23225.0,298.0,0.0,32722.8,35.95335,22246.028988964517,21701.430627790225,22253.48411415085,21336.218396548502,20340.64724147623,20016.33191717186,2026-02-21T10:00:00Z,bundle-7c9cd8b3c5e3cdaef57583cc,True
2026-02-21T10:00:00Z,ERCOT_LZ_NORTH,42704.407807,28907.30184400556,13796.937907097226,0.1680558972222222,71754.41932255,18.28,43721.30771580087,44883.54076497664,45936.11025805784,26069.265406457595,25556.910401536385,25300.30742235179,2026-02-21T10:00:00Z,bundle-109861ef5e61f980f9d7e90b,True
2026-02-21T10:00:00Z,ISONE_NEMA,13177.0,12590.0,587.0,0.0,17608.25,58.22,14578.895139719803,14588.564527213537,14130.611209180006,13896.028452961698,13820.414251621767,13261.637532021048,2026-02-21T10:00:00Z,bundle-300300ae302ff22f5c9d57a4,True
2026-02-21T10:00:00Z,MISO_MINN_HUB,68017.0,57298.0,10715.0,4.0,91510.75,28.39,67943.28184084178,69264.65622839142,70925.33839601956,53231.02928265194,53112.044098397906,54209.25728487663,2026-02-21T10:00:00Z,bundle-fbcddb17c6afab4b862b2d0a,True
2026-02-21T10:00:00Z,NYISO_NYC_J,4781.559,4781.559,864.0,0.0,7054.87155,43.78,5276.384315260935,5433.8162210923,5577.346040913079,5276.384315260935,5433.8162210923,5577.346040913079,2026-02-21T10:00:00Z,bundle-5e6c704f87cc84392722a1dc,True
2026-02-21T10:00:00Z,SPP_NORTH_HUB,32063.0,17366.0,14697.0,0.0,41569.45,27.6455,31662.36833800586,31973.525404113745,32784.4364687725,20023.562314862418,18905.888334697367,17694.31545525929,2026-02-21T10:00:00Z,bundle-2f15011435d8697103800f66,True
2026-02-21T11:00:00Z,CAISO_NP15,22912.0,22559.0,353.0,0.0,32722.8,35.87359,21701.430627790225,22253.48411415085,22623.339228697314,20340.64724147623,20016.33191717186,19229.606245592135,2026-02-21T11:00:00Z,bundle-7c9cd8b3c5e3cdaef57583cc,True
2026-02-21T11:00:00Z,ERCOT_LZ_NORTH,43493.866839,27790.724612944447,15702.959069191667,0.1831568638888889,71754.41932255,18.02,44883.54076497664,45936.11025805784,47298.13352236581,25556.910401536385,25300.30742235179,24360.144475001965,2026-02-21T11:00:00Z,bundle-109861ef5e61f980f9d7e90b,True
2026-02-21T11:00:00Z,ISONE_NEMA,13006.0,12379.0,627.0,0.0,17608.25,53.72,14588.564527213537,14130.611209180006,14153.013756895994,13820.414251621767,13261.637532021048,13337.45121329661,2026-02-21T11:00:00Z,bundle-300300ae302ff22f5c9d57a4,True
2026-02-21T11:00:00Z,MISO_MINN_HUB,68524.0,58787.0,9734.0,3.0,91510.75,29.66,69264.65622839142,70925.33839601956,72258.39748496037,53112.044098397906,54209.25728487663,56163.05224060642,2026-02-21T11:00:00Z,bundle-fbcddb17c6afab4b862b2d0a,True
