interaction_count,mean_raw_joint_reward,mean_raw_ramp_reward,mean_raw_peak_reward,mean_raw_ramp_squared,mean_raw_peak_increment,mean_raw_incremental_ramp_impact,episode_count,mean_completed_episode_return,elapsed_seconds
118784,5.82355625599558e-06,1.0727485698052528e-05,-4.9039294420569465e-06,0.0053450893400443025,0.0036334480043547323,-0.00012946053647831438,1,0.00397866153091377,605.0950206000125
120832,4.322265575182037e-06,1.2726066904001378e-05,-8.40380132881934e-06,0.0075436083112278346,0.006384195864032631,-0.00015357964531707857,4,0.002932072375308837,614.3160927999998
122880,5.438547149269232e-06,1.4068588503332818e-05,-8.630041354063586e-06,0.007582540919060609,0.006872852287544216,-0.00016978135104526472,4,0.006131070405100383,620.7715613999753
124928,1.0468776315857209e-05,1.1725426529641324e-05,-1.2566502137841148e-06,0.007472666346034209,0.0010292037470542637,-0.00014150380170070985,0,nan,631.9345234999782
126976,2.9627275144984375e-06,1.2093879938447313e-05,-9.13115242394888e-06,0.009214145355822616,0.007586986521866268,-0.00014595033999625348,4,0.0035071919571847787,644.3265762999654
129024,4.342556933756604e-06,1.3590356706945808e-05,-9.247799773189203e-06,0.00974424153679053,0.007206597674416226,-0.0001640099944884818,4,0.004254811960817041,657.2647117999732
131072,1.5075232487179734e-05,1.4795723241494646e-05,2.7950924568508714e-07,0.008263058669228718,0.00013569749548141073,-0.00017855649705282714,0,nan,669.359031400003
133120,4.078742637689954e-06,1.2779242975451405e-05,-8.700500337761451e-06,0.008319465901181046,0.007045260683594185,-0.0001542213802894197,4,0.00663618668499805,682.361726699979
135168,5.186678387976223e-06,1.4121207204781777e-05,-8.93452881680555e-06,0.00895458319381154,0.0066237503385863945,-0.00017041635961205414,4,0.005188552986351292,694.6203083000146
137216,6.852789235715343e-06,1.4994657852242936e-05,-8.141868616527594e-06,0.008410715726236057,0.006426995765286375,-0.00018095726291320519,4,0.0062508652345153425,707.7730905999779
