timestamp_utc,market_id,gross_demand_mw,wind_mw,solar_mw,net_load_mw,market_scale_mw,forecast_gross_h1_mw,forecast_gross_h2_mw,forecast_gross_h3_mw,forecast_net_h1_mw,forecast_net_h2_mw,forecast_net_h3_mw,forecast_issue_time_utc,forecast_vintage_id,quality_ok
2025-01-14 21:00:00+00:00,ISONE_NEMA,16922,651,17,16254,18007.25,16922,16922,16922,16254,16254,16254,2025-01-14T21:00:00Z,persistence-placeholder,True
2025-01-14 21:00:00+00:00,MISO_MINN_HUB,82998,4379,5179,73440,101249.75,82998,82998,82998,73440,73440,73440,2025-01-14T21:00:00Z,persistence-placeholder,True
2025-01-14 21:00:00+00:00,CAISO_NP15,24646,1257,13588,9801,33983.0,24646,24646,24646,9801,9801,9801,2025-01-14T21:00:00Z,persistence-placeholder,True
2025-01-14 21:00:00+00:00,SPP_NORTH_HUB,34490,3093,387,31010,46366.75,34490,34490,34490,31010,31010,31010,2025-01-14T21:00:00Z,persistence-placeholder,True
2025-01-14 22:00:00+00:00,MISO_MINN_HUB,85699,3917,1295,80487,101249.75,85699,85699,85699,80487,80487,80487,2025-01-14T22:00:00Z,persistence-placeholder,True
2025-01-14 22:00:00+00:00,ISONE_NEMA,17966,662,0,17304,18007.25,17966,17966,17966,17304,17304,17304,2025-01-14T22:00:00Z,persistence-placeholder,True
2025-01-14 22:00:00+00:00,SPP_NORTH_HUB,35086,3541,293,31252,46366.75,35086,35086,35086,31252,31252,31252,2025-01-14T22:00:00Z,persistence-placeholder,True
2025-01-14 22:00:00+00:00,CAISO_NP15,24913,1123,13395,10395,33983.0,24913,24913,24913,10395,10395,10395,2025-01-14T22:00:00Z,persistence-placeholder,True
2025-01-14 23:00:00+00:00,ISONE_NEMA,17911,705,0,17206,18007.25,17911,17911,17911,17206,17206,17206,2025-01-14T23:00:00Z,persistence-placeholder,True
2025-01-14 23:00:00+00:00,SPP_NORTH_HUB,36469,4526,62,31881,46366.75,36469,36469,36469,31881,31881,31881,2025-01-14T23:00:00Z,persistence-placeholder,True
2025-01-14 23:00:00+00:00,CAISO_NP15,24813,1045,12233,11535,33983.0,24813,24813,24813,11535,11535,11535,2025-01-14T23:00:00Z,persistence-placeholder,True
