Time,Hour ahead forecast,Current demand,Net demand,Net demand forecast,Demand response
00:00,23988,24018,22583,22630,
00:05,23988,24143,22518,21843,
00:10,23988,24243,22811,21843,
00:15,23988,24121,22709,21843,
00:20,23759,24070,22662,21843,
00:25,23759,23985,22579,21843,
00:30,23759,23892,22489,21843,
00:35,23503,23754,22351,21843,
00:40,23503,23748,22372,21843,
00:45,23503,23655,22290,21843,
00:50,23284,23459,22115,21843,
00:55,23284,23299,21919,21843,
01:00,23284,23176,21899,21843,
01:05,23115,23118,21685,21329,
01:10,23115,23269,21917,21329,
01:15,23115,23155,21834,21329,
01:20,22905,23107,21805,21329,
01:25,22905,22985,21710,21329,
01:30,22905,22877,21558,21329,
01:35,22585,22807,21501,21329,
01:40,22585,22661,21399,21329,
01:45,22585,22540,21241,21329,
01:50,22407,22419,21081,21329,
01:55,22407,22299,20933,21329,
02:00,22407,22194,20796,21329,
02:05,22148,22087,20671,20317,
02:10,22148,21918,20495,20317,
02:15,22148,21895,20408,20317,
02:20,21863,21780,20346,20317,
02:25,21863,21709,20247,20317,
02:30,21863,21671,20190,20317,
02:35,21600,21573,20141,20317,
02:40,21600,21451,19992,20317,
02:45,21600,21385,19925,20317,
02:50,21376,21317,19880,20317,
02:55,21376,21267,19824,20317,
03:00,21376,21202,19784,20317,
03:05,21280,21244,19796,20043,
03:10,21280,21265,19856,20043,
03:15,21280,21229,19835,20043,
03:20,21105,21179,19836,20043,
03:25,21105,21092,19726,20043,
03:30,21105,21068,19724,20043,
03:35,21014,21093,19768,20043,
03:40,21014,21070,19773,20043,
03:45,21014,21014,19790,20043,
03:50,20994,20982,19765,20043,
03:55,20994,20988,19800,20043,
04:00,20994,20996,19786,20043,
04:05,21092,21058,19852,20526,
04:10,21092,21215,20059,20526,
04:15,21092,21239,20130,20526,
04:20,21230,21245,20157,20526,
04:25,21230,21262,20201,20526,
04:30,21230,21295,20249,20526,
04:35,21318,21312,20286,20526,
04:40,21318,21339,20326,20526,
04:45,21318,21361,20373,20526,
04:50,21479,21445,20460,20526,
04:55,21479,21458,20549,20526,
05:00,21479,21546,20607,20526,
05:05,21814,21710,20768,21722,
05:10,21814,21843,20949,21722,
05:15,21814,21951,21112,21722,
05:20,22071,22031,21250,21722,
05:25,22071,22112,21372,21722,
05:30,22071,22128,21439,21722,
05:35,22332,22258,21548,21722,
05:40,22332,22338,21687,21722,
05:45,22332,22383,21748,21722,
05:50,22510,22414,21799,21722,
05:55,22510,22449,21805,21722,
06:00,22510,22454,21743,21722,
06:05,22993,22710,21716,19810,
06:10,22993,22866,21760,19810,
06:15,22993,23015,21556,19810,
06:20,23193,23008,21229,19810,
06:25,23193,23069,20805,19810,
06:30,23193,23093,20320,19810,
06:35,23349,23272,19804,19810,
06:40,23349,23392,19286,19810,
06:45,23349,23461,18655,19810,
06:50,23364,23663,18080,19810,
06:55,23364,23721,17414,19810,
07:00,23364,23560,16521,19810,
07:05,23529,23649,15548,12471,
07:10,23529,24074,15078,12471,
07:15,23529,24159,14437,12471,
07:20,23579,24207,13685,12471,
07:25,23579,23928,12657,12471,
07:30,23579,23973,11682,12471,
07:35,23541,23878,10954,12471,
07:40,23541,23745,10158,12471,
07:45,23541,23664,9448,12471,
07:50,23354,23509,8831,12471,
07:55,23354,23340,8339,12471,
08:00,23354,23118,7682,12471,
08:05,23326,22980,7263,6057,
08:10,23326,22977,7078,6057,
08:15,23326,23069,6968,6057,
08:20,22896,22968,6751,6057,
08:25,22896,22858,6526,6057,
08:30,22896,22729,6205,6057,
08:35,22625,22748,5903,6057,
08:40,22625,22632,5560,6057,
08:45,22625,22428,5272,6057,
08:50,22427,22508,5056,6057,
08:55,22427,22320,4977,6057,
09:00,22427,22257,4764,6057,
09:05,22229,22233,4620,3454,
09:10,22229,21991,4340,3454,
09:15,22229,21895,4145,3454,
09:20,22000,21748,3935,3454,
09:25,22000,21752,3734,3454,
09:30,22000,21597,3552,3454,
09:35,21491,21514,3298,3454,
09:40,21491,21321,3079,3454,
09:45,21491,21248,2839,3454,
09:50,21052,21093,2781,3454,
09:55,21052,20958,2574,3454,
10:00,21052,20964,2380,3454,
10:05,20854,21020,2224,1935,
10:10,20854,20945,2058,1935,
10:15,20854,20906,1945,1935,
10:20,20479,20874,1880,1935,
10:25,20479,20825,1761,1935,
10:30,20479,20727,1622,1935,
10:35,20357,20783,1590,1935,
10:40,20357,20780,1558,1935,
10:45,20357,20752,1486,1935,
10:50,20265,20757,1432,1935,
10:55,20265,20706,1372,1935,
11:00,20265,20724,1343,1935,
11:05,20304,20716,1307,1298,
11:10,20304,20497,1085,1298,
11:15,20304,20474,946,1298,
11:20,20303,20398,811,1298,
11:25,20303,20478,829,1298,
11:30,20303,20438,765,1298,
11:35,20635,20518,763,1298,
11:40,20635,20527,731,1298,
11:45,20635,20577,720,1298,
11:50,20488,20611,624,1298,
11:55,20488,20562,656,1298,
12:00,20488,20589,619,1298,
12:05,20661,20747,818,1341,
12:10,20661,20510,529,1341,
12:15,20661,20631,608,1341,
12:20,20874,20749,726,1341,
12:25,20874,20725,702,1341,
12:30,20874,20900,794,1341,
12:35,21055,20854,795,1341,
12:40,21055,20852,750,1341,
12:45,21055,21061,823,1341,
12:50,21224,21078,829,1341,
12:55,21224,21185,953,1341,
13:00,21224,21318,1042,1341,
13:05,21630,21442,1132,2427,
13:10,21630,21423,1248,2427,
13:15,21630,21571,1278,2427,
13:20,21825,21638,1351,2427,
13:25,21825,21772,1568,2427,
13:30,21825,21852,1577,2427,
13:35,22128,22115,1887,2427,
13:40,22128,22231,2118,2427,
13:45,22128,22346,2319,2427,
13:50,22554,22459,2380,2427,
13:55,22554,22635,2552,2427,
14:00,22554,22806,2776,2427,
14:05,22912,22880,3038,4227,
14:10,22912,23072,3192,4227,
14:15,22912,23219,3411,4227,
14:20,23510,23356,3498,4227,
14:25,23510,23511,3629,4227,
14:30,23510,23628,3892,4227,
14:35,23739,23756,3994,4227,
14:40,23739,23920,4152,4227,
14:45,23739,24107,4402,4227,
14:50,24315,24235,4569,4227,
14:55,24315,24441,4761,4227,
15:00,24315,24644,4963,4227,
15:05,24861,24886,5302,6509,
15:10,24861,24932,5384,6509,
15:15,24861,25115,5604,6509,
15:20,25536,25396,5973,6509,
15:25,25536,25581,6338,6509,
15:30,25536,25761,6545,6509,
15:35,25990,26012,6831,6509,
15:40,25990,26187,7084,6509,
15:45,25990,26370,7308,6509,
15:50,26622,26584,7639,6509,
15:55,26622,26778,7883,6509,
16:00,26622,27102,8209,6509,
16:05,26984,27190,8435,9322,
16:10,26984,27202,8510,9322,
16:15,26984,27490,8778,9322,
16:20,27659,27667,9083,9322,
16:25,27659,27877,9379,9322,
16:30,27659,28155,9753,9322,
16:35,28298,28355,10102,9322,
16:40,28298,28608,10446,9322,
16:45,28298,28852,10800,9322,
16:50,28985,29082,11121,9322,
16:55,28985,29327,11527,9322,
17:00,28985,29516,11885,9322,
17:05,29377,29572,12204,14368,
17:10,29377,29627,12384,14368,
17:15,29377,29785,12753,14368,
17:20,29922,29945,13242,14368,
17:25,29922,30212,13791,14368,
17:30,29922,30490,14276,14368,
17:35,30504,30641,14842,14368,
17:40,30504,30815,15413,14368,
17:45,30504,31125,16132,14368,
17:50,31141,31367,16930,14368,
17:55,31141,31510,17566,14368,
18:00,31141,31652,18366,14368,
18:05,31323,31540,19049,22954,
18:10,31323,31418,19529,22954,
18:15,31323,31602,20366,22954,
18:20,31769,31753,21309,22954,
18:25,31769,31911,22230,22954,
18:30,31769,32089,23263,22954,
18:35,32183,32182,24193,22954,
18:40,32183,32306,25172,22954,
18:45,32183,32420,26088,22954,
18:50,32245,32496,26995,22954,
18:55,32245,32509,27737,22954,
19:00,32245,32529,28430,22954,
19:05,32253,32367,28966,29340,
19:10,32253,32329,29423,29340,
19:15,32253,32323,29842,29340,
19:20,32309,32305,30244,29340,
19:25,32309,32285,30485,29340,
19:30,32309,32239,30695,29340,
19:35,32315,32173,30771,29340,
19:40,32315,32115,30736,29340,
19:45,32315,32091,30768,29340,
19:50,32262,32044,30700,29340,
19:55,32262,32003,30678,29340,
20:00,32262,31994,30665,29340,
20:05,32136,31960,30663,29872,
20:10,32136,31958,30680,29872,
20:15,32136,31927,30661,29872,
20:20,31898,31851,30634,29872,
20:25,31898,31777,30534,29872,
20:30,31898,31710,30510,29872,
20:35,31595,31544,30426,29872,
20:40,31595,31444,30303,29872,
20:45,31595,31355,30204,29872,
20:50,31226,31160,30060,29872,
20:55,31226,31060,29949,29872,
21:00,31226,30946,29873,29872,
21:05,31001,31027,29875,28850,
21:10,31001,30966,29928,28850,
21:15,31001,30869,29759,28850,
21:20,30639,30769,29650,28850,
21:25,30639,30666,29526,28850,
21:30,30639,30534,29407,28850,
21:35,30176,30343,29260,28850,
21:40,30176,30204,29119,28850,
21:45,30176,30009,28923,28850,
21:50,29740,29867,28814,28850,
21:55,29740,29666,28577,28850,
22:00,29740,29498,28439,28850,
22:05,29233,29420,28268,26972,
22:10,29233,29331,28231,26972,
22:15,29233,29194,28087,26972,
22:20,28678,29017,27867,26972,
22:25,28678,28789,27649,26972,
22:30,28678,28648,27424,26972,
