Time,Hour ahead forecast,Current demand,Net demand,Net demand forecast,Demand response
00:00,25380,25275,24095,25100,
00:05,25380,25342,23987,23732,
00:10,25380,25598,24406,23732,
00:15,25380,25466,24349,23732,
00:20,25126,25360,24192,23732,
00:25,25126,25254,24097,23732,
00:30,25126,25142,24010,23732,
00:35,24753,24930,23790,23732,
00:40,24753,24855,23670,23732,
00:45,24753,24702,23509,23732,
00:50,24438,24561,23342,23732,
00:55,24438,24405,23099,23732,
01:00,24438,24296,22994,23732,
01:05,24218,24246,22852,22454,
01:10,24218,24318,22920,22454,
01:15,24218,24243,22883,22454,
01:20,23854,24134,22774,22454,
01:25,23854,24009,22660,22454,
01:30,23854,23892,22560,22454,
01:35,23558,23758,22424,22454,
01:40,23558,23649,22346,22454,
01:45,23558,23564,22317,22454,
01:50,23304,23439,22248,22454,
01:55,23304,23317,22141,22454,
02:00,23304,23192,21981,22454,
02:05,23051,23048,21797,21146,
02:10,23051,22891,21570,21146,
02:15,23051,22766,21414,21146,
02:20,22715,22670,21271,21146,
02:25,22715,22554,21079,21146,
02:30,22715,22444,20906,21146,
02:35,22444,22339,20677,21146,
02:40,22444,22303,20581,21146,
02:45,22444,22205,20483,21146,
02:50,22138,22099,20412,21146,
02:55,22138,22019,20319,21146,
03:00,22138,21938,20279,21146,
03:05,21957,21904,20211,20421,
03:10,21957,21899,20099,20421,
03:15,21957,21838,20047,20421,
03:20,21746,21811,19966,20421,
03:25,21746,21690,19954,20421,
03:30,21746,21630,19888,20421,
03:35,21564,21596,19866,20421,
03:40,21564,21564,19814,20421,
03:45,21564,21464,19730,20421,
03:50,21413,21457,19709,20421,
03:55,21413,21381,19659,20421,
04:00,21413,21350,19626,20421,
04:05,21408,21284,19519,20343,
04:10,21408,21360,19577,20343,
04:15,21408,21406,19634,20343,
04:20,21365,21425,19631,20343,
04:25,21365,21380,19605,20343,
04:30,21365,21345,19554,20343,
04:35,21326,21318,19571,20343,
04:40,21326,21332,19597,20343,
04:45,21326,21264,19610,20343,
04:50,21276,21270,19580,20343,
04:55,21276,21248,19536,20343,
05:00,21276,21299,19497,20343,
05:05,21440,21303,19523,20605,
05:10,21440,21358,19600,20605,
05:15,21440,21408,19636,20605,
05:20,21456,21408,19623,20605,
05:25,21456,21429,19627,20605,
05:30,21456,21429,19669,20605,
05:35,21510,21499,19735,20605,
05:40,21510,21484,19738,20605,
05:45,21510,21420,19693,20605,
05:50,21430,21379,19635,20605,
05:55,21430,21321,19622,20605,
06:00,21430,21228,19504,20605,
06:05,21481,21311,19340,17552,
06:10,21481,21378,19246,17552,
06:15,21481,21303,18941,17552,
06:20,21385,21275,18557,17552,
06:25,21385,21197,18047,17552,
06:30,21385,21195,17551,17552,
06:35,21242,21305,17058,17552,
06:40,21242,21247,16530,17552,
06:45,21242,21124,15737,17552,
06:50,21083,21015,14892,17552,
06:55,21083,20981,14121,17552,
07:00,21083,20929,13304,17552,
07:05,20997,21039,12504,9295,
07:10,20997,21094,11770,9295,
07:15,20997,21059,10982,9295,
07:20,20916,20895,10073,9295,
07:25,20916,20773,9109,9295,
07:30,20916,20867,8253,9295,
07:35,20546,20878,7689,9295,
07:40,20546,20612,6737,9295,
07:45,20546,20558,6028,9295,
07:50,20414,20505,5420,9295,
07:55,20414,20364,4978,9295,
08:00,20414,20253,4427,9295,
08:05,20317,20351,3991,3155,
08:10,20317,20773,4169,3155,
08:15,20317,20665,3895,3155,
08:20,20190,20591,3575,3155,
08:25,20190,20598,3386,3155,
08:30,20190,20491,3114,3155,
08:35,19807,20386,2872,3155,
08:40,19807,20248,2566,3155,
08:45,19807,20171,2349,3155,
08:50,20015,20003,2042,3155,
08:55,20015,20007,1796,3155,
09:00,20015,19855,1703,3155,
09:05,20105,19842,1786,985,
09:10,20105,19797,1575,985,
09:15,20105,19698,1434,985,
09:20,19982,19659,971,985,
09:25,19982,19628,787,985,
09:30,19982,19560,628,985,
09:35,19456,19496,549,985,
09:40,19456,19457,474,985,
09:45,19456,19405,363,985,
09:50,19032,19353,242,985,
09:55,19032,19289,112,985,
10:00,19032,19240,48,985,
10:05,18967,19280,-104,134,
10:10,18967,19286,-165,134,
10:15,18967,19326,-127,134,
10:20,19134,19327,-93,134,
10:25,19134,19242,-229,134,
10:30,19134,19336,-361,134,
10:35,19241,19260,-366,134,
10:40,19241,19223,-470,134,
10:45,19241,19179,-504,134,
10:50,19183,19186,-589,134,
10:55,19183,19140,-633,134,
11:00,19183,19153,-745,134,
11:05,19274,19126,-756,243,
11:10,19274,19431,-527,243,
11:15,19274,19407,-407,243,
11:20,19266,19358,-393,243,
11:25,19266,19462,-433,243,
11:30,19266,19435,-419,243,
11:35,19207,19565,-395,243,
11:40,19207,19631,-334,243,
11:45,19207,19669,-267,243,
11:50,19446,19734,-253,243,
11:55,19446,19825,-178,243,
12:00,19446,19809,-187,243,
12:05,19650,19764,-156,801,
12:10,19650,19762,-254,801,
12:15,19650,19831,-162,801,
12:20,20167,19974,-35,801,
12:25,20167,20024,63,801,
12:30,20167,20140,118,801,
12:35,20404,20242,259,801,
12:40,20404,20357,323,801,
12:45,20404,20471,433,801,
12:50,20499,20682,589,801,
12:55,20499,20648,652,801,
13:00,20499,20875,768,801,
13:05,20854,20899,834,1828,
13:10,20854,20943,738,1828,
13:15,20854,20872,691,1828,
13:20,21211,20999,679,1828,
13:25,21211,21249,926,1828,
13:30,21211,21423,1194,1828,
13:35,21714,21484,1289,1828,
13:40,21714,21602,1272,1828,
13:45,21714,21754,1505,1828,
13:50,21944,21908,1711,1828,
13:55,21944,22107,1830,1828,
14:00,21944,22159,2031,1828,
14:05,22325,22249,1955,3667,
14:10,22325,22489,2234,3667,
14:15,22325,22729,2398,3667,
14:20,22915,22904,2717,3667,
14:25,22915,23008,2978,3667,
14:30,22915,23217,3062,3667,
14:35,23297,23439,3276,3667,
14:40,23297,23640,3445,3667,
14:45,23297,23806,3514,3667,
14:50,23877,24085,3762,3667,
14:55,23877,24230,3960,3667,
15:00,23877,24356,3945,3667,
15:05,24422,24505,4233,6035,
15:10,24422,24513,4305,6035,
15:15,24422,24686,4537,6035,
15:20,25095,24962,4855,6035,
15:25,25095,25147,4948,6035,
15:30,25095,25425,5190,6035,
15:35,25756,25520,5328,6035,
15:40,25756,25823,5613,6035,
15:45,25756,26014,6128,6035,
15:50,26130,26229,6648,6035,
15:55,26130,26537,7014,6035,
16:00,26130,26792,7224,6035,
16:05,26590,26881,7411,8652,
16:10,26590,26996,7481,8652,
16:15,26590,27108,7825,8652,
16:20,27082,27344,7992,8652,
16:25,27082,27621,8337,8652,
16:30,27082,27783,8419,8652,
16:35,27913,28096,8855,8652,
16:40,27913,28320,9286,8652,
16:45,27913,28583,9605,8652,
16:50,28758,28741,10118,8652,
16:55,28758,28997,10421,8652,
17:00,28758,29258,10879,8652,
17:05,29215,29405,11211,13999,
