timestamp_utc,market_id,gross_demand_mw,wind_mw,solar_mw,net_load_mw,market_scale_mw,forecast_gross_h1_mw,forecast_gross_h2_mw,forecast_gross_h3_mw,forecast_net_h1_mw,forecast_net_h2_mw,forecast_net_h3_mw,forecast_issue_time_utc,forecast_vintage_id,quality_ok
2025-07-16 21:00:00+00:00,ISONE_NEMA,23309,203,448,22658,18007.25,23417.86131021122,22990.10200078191,22199.65956939533,22910.35737409834,22573.10540264966,21856.538582005167,2025-07-16T21:00:00Z,causal-ridge-shortlag-v2,True
2025-07-16 21:00:00+00:00,SPP_NORTH_HUB,49803,10233,682,38888,46366.75,49390.556591095796,48379.390561054046,46893.01581351324,38067.075021685814,36539.695468681246,34523.200898705705,2025-07-16T21:00:00Z,causal-ridge-shortlag-v2,True
2025-07-16 21:00:00+00:00,CAISO_NP15,30142,1882,17878,10382,33983.0,30539.261238403327,31113.910233095554,31839.375494886637,11935.448911641524,14606.775994444777,17441.19938089521,2025-07-16T21:00:00Z,causal-ridge-shortlag-v2,True
2025-07-16 21:00:00+00:00,MISO_MINN_HUB,108899,11089,7764,90046,101249.75,107193.11952315556,104440.44465865094,100661.55666429477,89244.34734373921,86852.4113901094,84774.40420892969,2025-07-16T21:00:00Z,causal-ridge-shortlag-v2,True
2025-07-16 22:00:00+00:00,ISONE_NEMA,23822,180,226,23416,18007.25,23826.113395124332,23163.56589978614,21990.127067828555,23566.653860713894,22979.061277255154,21841.217014427442,2025-07-16T22:00:00Z,causal-ridge-shortlag-v2,True
2025-07-16 22:00:00+00:00,CAISO_NP15,30037,2240,17581,10216,33983.0,30199.23836159269,30696.230084245886,31331.012327150416,11993.023300348574,15028.005732368089,18188.06079019525,2025-07-16T22:00:00Z,causal-ridge-shortlag-v2,True
2025-07-16 22:00:00+00:00,MISO_MINN_HUB,107586,11138,6714,89734,101249.75,105280.54899303151,101962.274160992,98017.64892718775,88813.292565116,87260.88467631862,84687.7073543917,2025-07-16T22:00:00Z,causal-ridge-shortlag-v2,True
2025-07-16 22:00:00+00:00,SPP_NORTH_HUB,49610,10831,710,38069,46366.75,48840.526429261,47546.30955767731,45863.35018568256,36677.799556670194,34731.27444886363,32448.413218105456,2025-07-16T22:00:00Z,causal-ridge-shortlag-v2,True
2025-07-16 23:00:00+00:00,MISO_MINN_HUB,105281,10582,4758,89941,101249.75,102339.59718014525,98531.53673071956,93980.16271401665,89013.8336687909,86428.36221681262,82965.03752753967,2025-07-16T23:00:00Z,causal-ridge-shortlag-v2,True
2025-07-16 23:00:00+00:00,SPP_NORTH_HUB,48858,12155,561,36142,46366.75,47602.031795253504,45912.104209682526,43953.046358476946,34036.43013069923,31676.82401413915,29203.756875908526,2025-07-16T23:00:00Z,causal-ridge-shortlag-v2,True
2025-07-16 23:00:00+00:00,CAISO_NP15,30516,2549,17187,10780,33983.0,31052.41311835304,31455.964032948967,31879.869372758705,13488.905594934964,16670.939505953625,19879.896315364593,2025-07-16T23:00:00Z,causal-ridge-shortlag-v2,True
2025-07-16 23:00:00+00:00,ISONE_NEMA,23683,226,83,23374,18007.25,22827.41025397634,21542.37077360657,20184.71434451587,22569.164524595108,21311.60230225508,19980.73733658339,2025-07-16T23:00:00Z,causal-ridge-shortlag-v2,True
2025-07-17 00:00:00+00:00,MISO_MINN_HUB,101756,9782,1596,90378,101249.75,97881.22044052112,93382.95299094002,88239.12570940153,88727.57391932103,84848.67126347445,80316.45657091383,2025-07-17T00:00:00Z,causal-ridge-shortlag-v2,True
2025-07-17 00:00:00+00:00,SPP_NORTH_HUB,47435,14013,295,33127,46366.75,45607.43148101517,43500.65771644503,41304.98971554767,30310.587937553493,27548.637204627943,24930.60540859519,2025-07-17T00:00:00Z,causal-ridge-shortlag-v2,True
2025-07-17 00:00:00+00:00,CAISO_NP15,31169,3089,16101,11979,33983.0,31551.344545375436,31658.349790847245,31666.97317443673,15023.64367506149,18061.017813432223,21014.94497328313,2025-07-17T00:00:00Z,causal-ridge-shortlag-v2,True
2025-07-17 00:00:00+00:00,ISONE_NEMA,23266,340,16,22910,18007.25,22230.41528721971,20809.967239136327,19393.118523424404,21868.20173110481,20448.27533991865,19034.44838033962,2025-07-17T00:00:00Z,causal-ridge-shortlag-v2,True
2025-07-17 01:00:00+00:00,MISO_MINN_HUB,98453,8832,63,89558,101249.75,94675.65779408625,90211.70858001345,85600.62897493449,86946.23030476348,83000.68210452207,78766.96080360624,2025-07-17T01:00:00Z,causal-ridge-shortlag-v2,True
2025-07-17 01:00:00+00:00,CAISO_NP15,32085,3069,14152,14864,33983.0,32453.542234847144,32323.93870906499,31962.44651528699,18676.8124636309,21093.788946838657,23254.941971080945,2025-07-17T01:00:00Z,causal-ridge-shortlag-v2,True
2025-07-17 01:00:00+00:00,ISONE_NEMA,22197,417,8,21772,18007.25,20654.739628041065,19110.711017734924,17903.773496204143,20188.068170099054,18619.78647744802,17415.18858570595,2025-07-17T01:00:00Z,causal-ridge-shortlag-v2,True
2025-07-17 01:00:00+00:00,SPP_NORTH_HUB,45322,14662,36,30624,46366.75,43005.6407741184,40618.188074507794,38332.85448692543,28081.986089395017,25504.00848774588,23137.035101417605,2025-07-17T01:00:00Z,causal-ridge-shortlag-v2,True
2025-07-17 02:00:00+00:00,ISONE_NEMA,20566,426,8,20132,18007.25,18967.856179047365,17706.193442584936,16850.74536041553,18510.560813057542,17235.78611775107,16387.14591293915,2025-07-17T02:00:00Z,causal-ridge-shortlag-v2,True
2025-07-17 02:00:00+00:00,CAISO_NP15,33355,3119,8768,21468,33983.0,33714.14523497661,33401.14199713333,32557.167649614817,26086.539030410648,26805.15182428873,27035.93702098399,2025-07-17T02:00:00Z,causal-ridge-shortlag-v2,True
2025-07-17 02:00:00+00:00,SPP_NORTH_HUB,43446,15115,0,28331,46366.75,41424.41870346656,39330.990987663245,37356.28133628724,25903.67511310763,23580.37326901897,21664.733670590376,2025-07-17T02:00:00Z,causal-ridge-shortlag-v2,True
