timestep,timestamp_utc,timestamp_local,reference_timestamp_utc,price_usd_kwh,net_demand_mw,net_demand_signed,solar_fraction
0,2025-05-01 07:00:00+00:00,2025-05-01 02:00:00-05:00,2025-05-01 09:00:00+00:00,0.030194400000000003,18878,0.5658703276280687,0.0
1,2025-05-01 07:05:00+00:00,2025-05-01 02:05:00-05:00,2025-05-01 09:05:00+00:00,0.030194400000000003,18892,0.5662899793171667,0.0
2,2025-05-01 07:10:00+00:00,2025-05-01 02:10:00-05:00,2025-05-01 09:10:00+00:00,0.030194400000000003,18692,0.5602949551871946,0.0
3,2025-05-01 07:15:00+00:00,2025-05-01 02:15:00-05:00,2025-05-01 09:15:00+00:00,0.030194400000000003,18583,0.5570276670363599,0.0
4,2025-05-01 07:20:00+00:00,2025-05-01 02:20:00-05:00,2025-05-01 09:20:00+00:00,0.030194400000000003,18514,0.5549593837115194,0.0
5,2025-05-01 07:25:00+00:00,2025-05-01 02:25:00-05:00,2025-05-01 09:25:00+00:00,0.030194400000000003,18399,0.5515122448367855,0.0
6,2025-05-01 07:30:00+00:00,2025-05-01 02:30:00-05:00,2025-05-01 09:30:00+00:00,0.030194400000000003,18365,0.5504930907346902,0.0
7,2025-05-01 07:35:00+00:00,2025-05-01 02:35:00-05:00,2025-05-01 09:35:00+00:00,0.030194400000000003,18300,0.5485447078924492,0.0
8,2025-05-01 07:40:00+00:00,2025-05-01 02:40:00-05:00,2025-05-01 09:40:00+00:00,0.030194400000000003,18224,0.5462665987230598,0.0
9,2025-05-01 07:45:00+00:00,2025-05-01 02:45:00-05:00,2025-05-01 09:45:00+00:00,0.030194400000000003,18224,0.5462665987230598,0.0
10,2025-05-01 07:50:00+00:00,2025-05-01 02:50:00-05:00,2025-05-01 09:50:00+00:00,0.030194400000000003,18148,0.5439884895536704,0.0
11,2025-05-01 07:55:00+00:00,2025-05-01 02:55:00-05:00,2025-05-01 09:55:00+00:00,0.030194400000000003,18115,0.5429993105722251,0.0
12,2025-05-01 08:00:00+00:00,2025-05-01 03:00:00-05:00,2025-05-01 10:00:00+00:00,0.03050084,18031,0.5404814004376368,0.0
13,2025-05-01 08:05:00+00:00,2025-05-01 03:05:00-05:00,2025-05-01 10:05:00+00:00,0.03050084,18006,0.5397320224213903,0.0
14,2025-05-01 08:10:00+00:00,2025-05-01 03:10:00-05:00,2025-05-01 10:10:00+00:00,0.03050084,18010,0.5398519229039896,0.0
15,2025-05-01 08:15:00+00:00,2025-05-01 03:15:00-05:00,2025-05-01 10:15:00+00:00,0.03050084,17971,0.5386828931986452,0.0
16,2025-05-01 08:20:00+00:00,2025-05-01 03:20:00-05:00,2025-05-01 10:20:00+00:00,0.03050084,17992,0.5393123707322922,0.0
17,2025-05-01 08:25:00+00:00,2025-05-01 03:25:00-05:00,2025-05-01 10:25:00+00:00,0.03050084,17925,0.5373040376487516,0.0
18,2025-05-01 08:30:00+00:00,2025-05-01 03:30:00-05:00,2025-05-01 10:30:00+00:00,0.03050084,17912,0.5369143610803033,0.0
19,2025-05-01 08:35:00+00:00,2025-05-01 03:35:00-05:00,2025-05-01 10:35:00+00:00,0.03050084,17928,0.5373939630107011,0.0
20,2025-05-01 08:40:00+00:00,2025-05-01 03:40:00-05:00,2025-05-01 10:40:00+00:00,0.03050084,17936,0.5376337639759,0.0
21,2025-05-01 08:45:00+00:00,2025-05-01 03:45:00-05:00,2025-05-01 10:45:00+00:00,0.03050084,17962,0.5384131171127964,0.0
22,2025-05-01 08:50:00+00:00,2025-05-01 03:50:00-05:00,2025-05-01 10:50:00+00:00,0.03050084,18002,0.5396121219387908,0.0
23,2025-05-01 08:55:00+00:00,2025-05-01 03:55:00-05:00,2025-05-01 10:55:00+00:00,0.03050084,18015,0.540001798507239,0.0
24,2025-05-01 09:00:00+00:00,2025-05-01 04:00:00-05:00,2025-05-01 11:00:00+00:00,0.03064216,18030,0.5404514253169869,0.0
25,2025-05-01 09:05:00+00:00,2025-05-01 04:05:00-05:00,2025-05-01 11:05:00+00:00,0.03064216,18096,0.5424297832798777,0.0
26,2025-05-01 09:10:00+00:00,2025-05-01 04:10:00-05:00,2025-05-01 11:10:00+00:00,0.03064216,18177,0.5448577680525164,0.0
27,2025-05-01 09:15:00+00:00,2025-05-01 04:15:00-05:00,2025-05-01 11:15:00+00:00,0.03064216,18272,0.5477054045142532,0.0
28,2025-05-01 09:20:00+00:00,2025-05-01 04:20:00-05:00,2025-05-01 11:20:00+00:00,0.03064216,18279,0.5479152303588022,0.0
29,2025-05-01 09:25:00+00:00,2025-05-01 04:25:00-05:00,2025-05-01 11:25:00+00:00,0.03064216,18265,0.5474955786697041,0.0
30,2025-05-01 09:30:00+00:00,2025-05-01 04:30:00-05:00,2025-05-01 11:30:00+00:00,0.03064216,18252,0.547105902101256,0.0
31,2025-05-01 09:35:00+00:00,2025-05-01 04:35:00-05:00,2025-05-01 11:35:00+00:00,0.03064216,18217,0.5460567728785108,0.0
32,2025-05-01 09:40:00+00:00,2025-05-01 04:40:00-05:00,2025-05-01 11:40:00+00:00,0.03064216,18198,0.5454872455861635,0.0
33,2025-05-01 09:45:00+00:00,2025-05-01 04:45:00-05:00,2025-05-01 11:45:00+00:00,0.03064216,18151,0.54407841491562,0.0
34,2025-05-01 09:50:00+00:00,2025-05-01 04:50:00-05:00,2025-05-01 11:50:00+00:00,0.03064216,18157,0.5442582656395192,0.0
35,2025-05-01 09:55:00+00:00,2025-05-01 04:55:00-05:00,2025-05-01 11:55:00+00:00,0.03064216,18122,0.543209136416774,0.0
36,2025-05-01 10:00:00+00:00,2025-05-01 05:00:00-05:00,2025-05-01 12:00:00+00:00,0.03621209,18186,0.5451275441383652,0.0
37,2025-05-01 10:05:00+00:00,2025-05-01 05:05:00-05:00,2025-05-01 12:05:00+00:00,0.03621209,18454,0.5531608764725278,0.0
38,2025-05-01 10:10:00+00:00,2025-05-01 05:10:00-05:00,2025-05-01 12:10:00+00:00,0.03621209,18449,0.5530110008692785,0.0
39,2025-05-01 10:15:00+00:00,2025-05-01 05:15:00-05:00,2025-05-01 12:15:00+00:00,0.03621209,18661,0.559365726447049,0.0
40,2025-05-01 10:20:00+00:00,2025-05-01 05:20:00-05:00,2025-05-01 12:20:00+00:00,0.03621209,18832,0.5644914720781751,0.0
41,2025-05-01 10:25:00+00:00,2025-05-01 05:25:00-05:00,2025-05-01 12:25:00+00:00,0.03621209,18954,0.5681484367974581,0.0
42,2025-05-01 10:30:00+00:00,2025-05-01 05:30:00-05:00,2025-05-01 12:30:00+00:00,0.03621209,18989,0.5691975660202032,0.0
43,2025-05-01 10:35:00+00:00,2025-05-01 05:35:00-05:00,2025-05-01 12:35:00+00:00,0.03621209,19049,0.5709960732591949,0.0
44,2025-05-01 10:40:00+00:00,2025-05-01 05:40:00-05:00,2025-05-01 12:40:00+00:00,0.03621209,19270,0.577620574922814,0.0
45,2025-05-01 10:45:00+00:00,2025-05-01 05:45:00-05:00,2025-05-01 12:45:00+00:00,0.03621209,19345,0.5798687089715536,0.0
46,2025-05-01 10:50:00+00:00,2025-05-01 05:50:00-05:00,2025-05-01 12:50:00+00:00,0.03621209,19474,0.5837354995353856,0.0
47,2025-05-01 10:55:00+00:00,2025-05-01 05:55:00-05:00,2025-05-01 12:55:00+00:00,0.03621209,19615,0.587961991547016,0.0
48,2025-05-01 11:00:00+00:00,2025-05-01 06:00:00-05:00,2025-05-01 13:00:00+00:00,0.038170670000000004,19744,0.591828782110848,4.639079606606049e-05
49,2025-05-01 11:05:00+00:00,2025-05-01 06:05:00-05:00,2025-05-01 13:05:00+00:00,0.038170670000000004,19841,0.5947363688138845,0.0016700686583781777
50,2025-05-01 11:10:00+00:00,2025-05-01 06:10:00-05:00,2025-05-01 13:10:00+00:00,0.038170670000000004,19847,0.5949162195377836,0.005010205975134533
51,2025-05-01 11:15:00+00:00,2025-05-01 06:15:00-05:00,2025-05-01 13:15:00+00:00,0.038170670000000004,19877,0.5958154731572795,0.010623492299127853
52,2025-05-01 11:20:00+00:00,2025-05-01 06:20:00-05:00,2025-05-01 13:20:00+00:00,0.038170670000000004,19852,0.5950660951410329,0.019344961959547227
53,2025-05-01 11:25:00+00:00,2025-05-01 06:25:00-05:00,2025-05-01 13:25:00+00:00,0.038170670000000004,19678,0.5898504241479572,0.03191686769344962
54,2025-05-01 11:30:00+00:00,2025-05-01 06:30:00-05:00,2025-05-01 13:30:00+00:00,0.038170670000000004,19492,0.5842750517070832,0.04676192243458898
55,2025-05-01 11:35:00+00:00,2025-05-01 06:35:00-05:00,2025-05-01 13:35:00+00:00,0.038170670000000004,19175,0.5747729384610774,0.06745221748005195
56,2025-05-01 11:40:00+00:00,2025-05-01 06:40:00-05:00,2025-05-01 13:40:00+00:00,0.038170670000000004,18801,0.5635622433380294,0.0944052699944331
57,2025-05-01 11:45:00+00:00,2025-05-01 06:45:00-05:00,2025-05-01 13:45:00+00:00,0.038170670000000004,18407,0.5517520458019843,0.11889961031731304
58,2025-05-01 11:50:00+00:00,2025-05-01 06:50:00-05:00,2025-05-01 13:50:00+00:00,0.038170670000000004,17926,0.5373340127694014,0.14580627203562813
59,2025-05-01 11:55:00+00:00,2025-05-01 06:55:00-05:00,2025-05-01 13:55:00+00:00,0.038170670000000004,17350,0.5200683432750817,0.18027463351271109
60,2025-05-01 12:00:00+00:00,2025-05-01 07:00:00-05:00,2025-05-01 14:00:00+00:00,0.02941763,16723,0.501273942627619,0.21687697160883282
61,2025-05-01 12:05:00+00:00,2025-05-01 07:05:00-05:00,2025-05-01 14:05:00+00:00,0.02941763,15967,0.4786127514163245,0.2630822044906291
62,2025-05-01 12:10:00+00:00,2025-05-01 07:10:00-05:00,2025-05-01 14:10:00+00:00,0.02941763,15589,0.4672821558106771,0.30218964557431804
63,2025-05-01 12:15:00+00:00,2025-05-01 07:15:00-05:00,2025-05-01 14:15:00+00:00,0.02941763,14842,0.44489074068523127,0.3470031545741325
64,2025-05-01 12:20:00+00:00,2025-05-01 07:20:00-05:00,2025-05-01 14:20:00+00:00,0.02941763,14214,0.4260663649171188,0.38207459640007424
65,2025-05-01 12:25:00+00:00,2025-05-01 07:25:00-05:00,2025-05-01 14:25:00+00:00,0.02941763,13434,0.4026857708102275,0.42164594544442385
66,2025-05-01 12:30:00+00:00,2025-05-01 07:30:00-05:00,2025-05-01 14:30:00+00:00,0.02941763,12736,0.3817631365966248,0.4610317313045092
67,2025-05-01 12:35:00+00:00,2025-05-01 07:35:00-05:00,2025-05-01 14:35:00+00:00,0.02941763,11941,0.3579329156799856,0.5056596771200593
68,2025-05-01 12:40:00+00:00,2025-05-01 07:40:00-05:00,2025-05-01 14:40:00+00:00,0.02941763,11257,0.337429933155481,0.5430042679532381
69,2025-05-01 12:45:00+00:00,2025-05-01 07:45:00-05:00,2025-05-01 14:45:00+00:00,0.02941763,10604,0.317856179371122,0.5763128595286695
70,2025-05-01 12:50:00+00:00,2025-05-01 07:50:00-05:00,2025-05-01 14:50:00+00:00,0.02941763,9882,0.2962141422619226,0.6086936351827797
71,2025-05-01 12:55:00+00:00,2025-05-01 07:55:00-05:00,2025-05-01 14:55:00+00:00,0.02941763,9158,0.2745121549114235,0.6458990536277602
72,2025-05-01 13:00:00+00:00,2025-05-01 08:00:00-05:00,2025-05-01 15:00:00+00:00,0.015291919999999999,8104,0.24291837774647043,0.684774540731119
73,2025-05-01 13:05:00+00:00,2025-05-01 08:05:00-05:00,2025-05-01 15:05:00+00:00,0.015291919999999999,7209,0.21609064476484519,0.7166450176285025
74,2025-05-01 13:10:00+00:00,2025-05-01 08:10:00-05:00,2025-05-01 15:10:00+00:00,0.015291919999999999,7054,0.21144450106411677,0.7402115420300612
75,2025-05-01 13:15:00+00:00,2025-05-01 08:15:00-05:00,2025-05-01 15:15:00+00:00,0.015291919999999999,6961,0.20865681484367973,0.7556132863239933
76,2025-05-01 13:20:00+00:00,2025-05-01 08:20:00-05:00,2025-05-01 15:20:00+00:00,0.015291919999999999,6644,0.19915470159767393,0.7679068472814994
77,2025-05-01 13:25:00+00:00,2025-05-01 08:25:00-05:00,2025-05-01 15:25:00+00:00,0.015291919999999999,6305,0.1889931356973712,0.783726108740026
78,2025-05-01 13:30:00+00:00,2025-05-01 08:30:00-05:00,2025-05-01 15:30:00+00:00,0.015291919999999999,5981,0.17928119660681635,0.7963444052699944
79,2025-05-01 13:35:00+00:00,2025-05-01 08:35:00-05:00,2025-05-01 15:35:00+00:00,0.015291919999999999,5773,0.17304637151164534,0.7997309333828169
80,2025-05-01 13:40:00+00:00,2025-05-01 08:40:00-05:00,2025-05-01 15:40:00+00:00,0.015291919999999999,5573,0.1670513473816732,0.8117461495639265
81,2025-05-01 13:45:00+00:00,2025-05-01 08:45:00-05:00,2025-05-01 15:45:00+00:00,0.015291919999999999,5449,0.1633344324210905,0.8187047689738356
82,2025-05-01 13:50:00+00:00,2025-05-01 08:50:00-05:00,2025-05-01 15:50:00+00:00,0.015291919999999999,5313,0.15925781601270944,0.838142512525515
83,2025-05-01 13:55:00+00:00,2025-05-01 08:55:00-05:00,2025-05-01 15:55:00+00:00,0.015291919999999999,4805,0.14403045472258025,0.8500185563184264
84,2025-05-01 14:00:00+00:00,2025-05-01 09:00:00-05:00,2025-05-01 16:00:00+00:00,0.010897510000000001,4282,0.12835346662270317,0.8585080719985155
85,2025-05-01 14:05:00+00:00,2025-05-01 09:05:00-05:00,2025-05-01 16:05:00+00:00,0.010897510000000001,3799,0.11387548334882047,0.8685748747448506
86,2025-05-01 14:10:00+00:00,2025-05-01 09:10:00-05:00,2025-05-01 16:10:00+00:00,0.010897510000000001,3995,0.11975060699619317,0.8770179996288736
87,2025-05-01 14:15:00+00:00,2025-05-01 09:15:00-05:00,2025-05-01 16:15:00+00:00,0.010897510000000001,3888,0.11654326908665807,0.8815642976433475
88,2025-05-01 14:20:00+00:00,2025-05-01 09:20:00-05:00,2025-05-01 16:20:00+00:00,0.010897510000000001,4105,0.12304787026767783,0.8736778623121173
89,2025-05-01 14:25:00+00:00,2025-05-01 09:25:00-05:00,2025-05-01 16:25:00+00:00,0.010897510000000001,3761,0.11273642876412578,0.8720077936537391
90,2025-05-01 14:30:00+00:00,2025-05-01 09:30:00-05:00,2025-05-01 16:30:00+00:00,0.010897510000000001,3565,0.1068613051167531,0.8745592874373724
91,2025-05-01 14:35:00+00:00,2025-05-01 09:35:00-05:00,2025-05-01 16:35:00+00:00,0.010897510000000001,3150,0.09442163004706094,0.8911671924290221
92,2025-05-01 14:40:00+00:00,2025-05-01 09:40:00-05:00,2025-05-01 16:40:00+00:00,0.010897510000000001,2764,0.08285123347621474,0.8967804787530154
93,2025-05-01 14:45:00+00:00,2025-05-01 09:45:00-05:00,2025-05-01 16:45:00+00:00,0.010897510000000001,2492,0.07469800065945266,0.8997958804973093
94,2025-05-01 14:50:00+00:00,2025-05-01 09:50:00-05:00,2025-05-01 16:50:00+00:00,0.010897510000000001,2231,0.06687449416983904,0.9028576730376693
95,2025-05-01 14:55:00+00:00,2025-05-01 09:55:00-05:00,2025-05-01 16:55:00+00:00,0.010897510000000001,2060,0.061748748538712865,0.9017906847281499
96,2025-05-01 15:00:00+00:00,2025-05-01 10:00:00-05:00,2025-05-01 17:00:00+00:00,0.0081137,1866,0.05593357513263991,0.9068472814993506
97,2025-05-01 15:05:00+00:00,2025-05-01 10:05:00-05:00,2025-05-01 17:05:00+00:00,0.0081137,1597,0.047870267677827406,0.9206253479309705
98,2025-05-01 15:10:00+00:00,2025-05-01 10:10:00-05:00,2025-05-01 17:10:00+00:00,0.0081137,1296,0.038847756362219356,0.9265633698274263
99,2025-05-01 15:15:00+00:00,2025-05-01 10:15:00-05:00,2025-05-01 17:15:00+00:00,0.0081137,1077,0.03228320493989988,0.9304601966969753
100,2025-05-01 15:20:00+00:00,2025-05-01 10:20:00-05:00,2025-05-01 17:20:00+00:00,0.0081137,914,0.0273972602739726,0.9336611616255335
101,2025-05-01 15:25:00+00:00,2025-05-01 10:25:00-05:00,2025-05-01 17:25:00+00:00,0.0081137,686,0.02056293276580438,0.9366301725737614
102,2025-05-01 15:30:00+00:00,2025-05-01 10:30:00-05:00,2025-05-01 17:30:00+00:00,0.0081137,390,0.01169029705344564,0.933290035257005
103,2025-05-01 15:35:00+00:00,2025-05-01 10:35:00-05:00,2025-05-01 17:35:00+00:00,0.0081137,212,0.006354725577770451,0.9344034143625904
104,2025-05-01 15:40:00+00:00,2025-05-01 10:40:00-05:00,2025-05-01 17:40:00+00:00,0.0081137,46,0.0013788555498935884,0.9362590462052329
105,2025-05-01 15:45:00+00:00,2025-05-01 10:45:00-05:00,2025-05-01 17:45:00+00:00,0.0081137,-148,-0.004436317856179371,0.9411300797921692
106,2025-05-01 15:50:00+00:00,2025-05-01 10:50:00-05:00,2025-05-01 17:50:00+00:00,0.0081137,-293,-0.008782710350409161,0.9431248840230099
107,2025-05-01 15:55:00+00:00,2025-05-01 10:55:00-05:00,2025-05-01 17:55:00+00:00,0.0081137,-537,-0.016096639788975152,0.9453516422341808
108,2025-05-01 16:00:00+00:00,2025-05-01 11:00:00-05:00,2025-05-01 18:00:00+00:00,0.00710426,-649,-0.01945385330175954,0.9482278715902764
109,2025-05-01 16:05:00+00:00,2025-05-01 11:05:00-05:00,2025-05-01 18:05:00+00:00,0.00710426,-748,-0.02242139024609574,0.9544442382631286
110,2025-05-01 16:10:00+00:00,2025-05-01 11:10:00-05:00,2025-05-01 18:10:00+00:00,0.00710426,-819,-0.024549623812235844,0.9561143069215068
111,2025-05-01 16:15:00+00:00,2025-05-01 11:15:00-05:00,2025-05-01 18:15:00+00:00,0.00710426,-1095,-0.03282275711159737,0.9556040081647801
112,2025-05-01 16:20:00+00:00,2025-05-01 11:20:00-05:00,2025-05-01 18:20:00+00:00,0.00710426,-1067,-0.03198345373340128,0.9557431805529782
113,2025-05-01 16:25:00+00:00,2025-05-01 11:25:00-05:00,2025-05-01 18:25:00+00:00,0.00710426,-1152,-0.03453133898863943,0.9542586750788643
114,2025-05-01 16:30:00+00:00,2025-05-01 11:30:00-05:00,2025-05-01 18:30:00+00:00,0.00710426,-1239,-0.037139174485177305,0.9537483763221377
115,2025-05-01 16:35:00+00:00,2025-05-01 11:35:00-05:00,2025-05-01 18:35:00+00:00,0.00710426,-1445,-0.04331404933904859,0.9539339395064019
116,2025-05-01 16:40:00+00:00,2025-05-01 11:40:00-05:00,2025-05-01 18:40:00+00:00,0.00710426,-1393,-0.041755343065255836,0.9534700315457413
117,2025-05-01 16:45:00+00:00,2025-05-01 11:45:00-05:00,2025-05-01 18:45:00+00:00,0.00710426,-1500,-0.044962680974790926,0.9490165151233995
118,2025-05-01 16:50:00+00:00,2025-05-01 11:50:00-05:00,2025-05-01 18:50:00+00:00,0.00710426,-1571,-0.04709091454093103,0.9483670439784747
119,2025-05-01 16:55:00+00:00,2025-05-01 11:55:00-05:00,2025-05-01 18:55:00+00:00,0.00710426,-1513,-0.04535235754323911,0.9494804230840601
120,2025-05-01 17:00:00+00:00,2025-05-01 12:00:00-05:00,2025-05-01 19:00:00+00:00,0.0066536600000000005,-1553,-0.04655136236923354,0.9506865837817777
121,2025-05-01 17:05:00+00:00,2025-05-01 12:05:00-05:00,2025-05-01 19:05:00+00:00,0.0066536600000000005,-1796,-0.053835316687149665,0.9560215253293747
122,2025-05-01 17:10:00+00:00,2025-05-01 12:10:00-05:00,2025-05-01 19:10:00+00:00,0.0066536600000000005,-1767,-0.052966038188303706,0.9527277788086843
123,2025-05-01 17:15:00+00:00,2025-05-01 12:15:00-05:00,2025-05-01 19:15:00+00:00,0.0066536600000000005,-1807,-0.054165043014298135,0.9506865837817777
124,2025-05-01 17:20:00+00:00,2025-05-01 12:20:00-05:00,2025-05-01 19:20:00+00:00,0.0066536600000000005,-1800,-0.05395521716974911,0.9468825385043608
125,2025-05-01 17:25:00+00:00,2025-05-01 12:25:00-05:00,2025-05-01 19:25:00+00:00,0.0066536600000000005,-1842,-0.05521417223704325,0.947810354425682
126,2025-05-01 17:30:00+00:00,2025-05-01 12:30:00-05:00,2025-05-01 19:30:00+00:00,0.0066536600000000005,-1895,-0.056802853631485864,0.9483670439784747
127,2025-05-01 17:35:00+00:00,2025-05-01 12:35:00-05:00,2025-05-01 19:35:00+00:00,0.0066536600000000005,-1872,-0.05611342585653907,0.947068101688625
128,2025-05-01 17:40:00+00:00,2025-05-01 12:40:00-05:00,2025-05-01 19:40:00+00:00,0.0066536600000000005,-1734,-0.05197685920685831,0.938671367600668
129,2025-05-01 17:45:00+00:00,2025-05-01 12:45:00-05:00,2025-05-01 19:45:00+00:00,0.0066536600000000005,-1778,-0.053295764515452176,0.9333828168491372
130,2025-05-01 17:50:00+00:00,2025-05-01 12:50:00-05:00,2025-05-01 19:50:00+00:00,0.0066536600000000005,-1773,-0.05314588891220287,0.9331508628688068
131,2025-05-01 17:55:00+00:00,2025-05-01 12:55:00-05:00,2025-05-01 19:55:00+00:00,0.0066536600000000005,-1836,-0.055034321513144094,0.9344961959547226
132,2025-05-01 18:00:00+00:00,2025-05-01 13:00:00-05:00,2025-05-01 20:00:00+00:00,0.00704355,-1655,-0.04960882467551932,0.9337075524215995
133,2025-05-01 18:05:00+00:00,2025-05-01 13:05:00-05:00,2025-05-01 20:05:00+00:00,0.00704355,-1857,-0.05566379904679116,0.9429857116348117
134,2025-05-01 18:10:00+00:00,2025-05-01 13:10:00-05:00,2025-05-01 20:10:00+00:00,0.00704355,-1982,-0.05941068912802374,0.9433104472072741
135,2025-05-01 18:15:00+00:00,2025-05-01 13:15:00-05:00,2025-05-01 20:15:00+00:00,0.00704355,-1756,-0.05263631186115524,0.935563184264242
136,2025-05-01 18:20:00+00:00,2025-05-01 13:20:00-05:00,2025-05-01 20:20:00+00:00,0.00704355,-1650,-0.04945894907227002,0.9280014845054742
137,2025-05-01 18:25:00+00:00,2025-05-01 13:25:00-05:00,2025-05-01 20:25:00+00:00,0.00704355,-1776,-0.05323581427415245,0.9278159213212098
138,2025-05-01 18:30:00+00:00,2025-05-01 13:30:00-05:00,2025-05-01 20:30:00+00:00,0.00704355,-1627,-0.048769521297323225,0.9223418073854147
139,2025-05-01 18:35:00+00:00,2025-05-01 13:35:00-05:00,2025-05-01 20:35:00+00:00,0.00704355,-1281,-0.03839812955247145,0.908749304138059
140,2025-05-01 18:40:00+00:00,2025-05-01 13:40:00-05:00,2025-05-01 20:40:00+00:00,0.00704355,-1117,-0.033482209765894305,0.9015123399517536
141,2025-05-01 18:45:00+00:00,2025-05-01 13:45:00-05:00,2025-05-01 20:45:00+00:00,0.00704355,-987,-0.029585444081412428,0.8884765262571905
142,2025-05-01 18:50:00+00:00,2025-05-01 13:50:00-05:00,2025-05-01 20:50:00+00:00,0.00704355,-785,-0.023530469710140584,0.8760901837075524
143,2025-05-01 18:55:00+00:00,2025-05-01 13:55:00-05:00,2025-05-01 20:55:00+00:00,0.00704355,-728,-0.02182188783309853,0.8661625533494155
144,2025-05-01 19:00:00+00:00,2025-05-01 14:00:00-05:00,2025-05-01 21:00:00+00:00,0.007572219999999999,-517,-0.015497137375977939,0.8613379105585451
145,2025-05-01 19:05:00+00:00,2025-05-01 14:05:00-05:00,2025-05-01 21:05:00+00:00,0.007572219999999999,-326,-0.00977188933185456,0.8602245314529597
146,2025-05-01 19:10:00+00:00,2025-05-01 14:10:00-05:00,2025-05-01 21:10:00+00:00,0.007572219999999999,-241,-0.0072240040766164085,0.8540545555761737
147,2025-05-01 19:15:00+00:00,2025-05-01 14:15:00-05:00,2025-05-01 21:15:00+00:00,0.007572219999999999,14,0.00041965168909804864,0.8468639821859343
148,2025-05-01 19:20:00+00:00,2025-05-01 14:20:00-05:00,2025-05-01 21:20:00+00:00,0.007572219999999999,130,0.00389676568448188,0.8491371311931712
149,2025-05-01 19:25:00+00:00,2025-05-01 14:25:00-05:00,2025-05-01 21:25:00+00:00,0.007572219999999999,212,0.006354725577770451,0.8440805344219707
150,2025-05-01 19:30:00+00:00,2025-05-01 14:30:00-05:00,2025-05-01 21:30:00+00:00,0.007572219999999999,355,0.010641167830700519,0.833596214511041
151,2025-05-01 19:35:00+00:00,2025-05-01 14:35:00-05:00,2025-05-01 21:35:00+00:00,0.007572219999999999,537,0.016096639788975152,0.8235758025607719
152,2025-05-01 19:40:00+00:00,2025-05-01 14:40:00-05:00,2025-05-01 21:40:00+00:00,0.007572219999999999,620,0.018584574802913582,0.8157821488216738
153,2025-05-01 19:45:00+00:00,2025-05-01 14:45:00-05:00,2025-05-01 21:45:00+00:00,0.007572219999999999,599,0.017955097269266508,0.8089627017999629
154,2025-05-01 19:50:00+00:00,2025-05-01 14:50:00-05:00,2025-05-01 21:50:00+00:00,0.007572219999999999,679,0.02035310692125536,0.8143904249396919
155,2025-05-01 19:55:00+00:00,2025-05-01 14:55:00-05:00,2025-05-01 21:55:00+00:00,0.007572219999999999,620,0.018584574802913582,0.8104008164780108
156,2025-05-01 20:00:00+00:00,2025-05-01 15:00:00-05:00,2025-05-01 22:00:00+00:00,0.00848116,652,0.01954377866370912,0.8007051401002041
157,2025-05-01 20:05:00+00:00,2025-05-01 15:05:00-05:00,2025-05-01 22:05:00+00:00,0.00848116,901,0.027007583705524415,0.78367971794396
158,2025-05-01 20:10:00+00:00,2025-05-01 15:10:00-05:00,2025-05-01 22:10:00+00:00,0.00848116,1015,0.030424747459608523,0.769994433104472
159,2025-05-01 20:15:00+00:00,2025-05-01 15:15:00-05:00,2025-05-01 22:15:00+00:00,0.00848116,1121,0.03360211024849375,0.7609946186676564
160,2025-05-01 20:20:00+00:00,2025-05-01 15:20:00-05:00,2025-05-01 22:20:00+00:00,0.00848116,1208,0.03620994574503163,0.7559380218964558
161,2025-05-01 20:25:00+00:00,2025-05-01 15:25:00-05:00,2025-05-01 22:25:00+00:00,0.00848116,1379,0.041335691376157786,0.7461031731304509
162,2025-05-01 20:30:00+00:00,2025-05-01 15:30:00-05:00,2025-05-01 22:30:00+00:00,0.00848116,1589,0.047630466712628515,0.737660048246428
163,2025-05-01 20:35:00+00:00,2025-05-01 15:35:00-05:00,2025-05-01 22:35:00+00:00,0.00848116,1552,0.04652138724858368,0.7326034514752273
164,2025-05-01 20:40:00+00:00,2025-05-01 15:40:00-05:00,2025-05-01 22:40:00+00:00,0.00848116,1716,0.05143730703516081,0.7290313601781406
165,2025-05-01 20:45:00+00:00,2025-05-01 15:45:00-05:00,2025-05-01 22:45:00+00:00,0.00848116,1875,0.056203351218488656,0.7264798663945073
166,2025-05-01 20:50:00+00:00,2025-05-01 15:50:00-05:00,2025-05-01 22:50:00+00:00,0.00848116,2037,0.06105932076376607,0.7189645574318055
167,2025-05-01 20:55:00+00:00,2025-05-01 15:55:00-05:00,2025-05-01 22:55:00+00:00,0.00848116,2490,0.07463805041815293,0.7046761922434589
168,2025-05-01 21:00:00+00:00,2025-05-01 16:00:00-05:00,2025-05-01 23:00:00+00:00,0.01244191,3030,0.09082461556907767,0.6871404713304881
169,2025-05-01 21:05:00+00:00,2025-05-01 16:05:00-05:00,2025-05-01 23:05:00+00:00,0.01244191,3198,0.09586043583825425,0.6779550937094081
170,2025-05-01 21:10:00+00:00,2025-05-01 16:10:00-05:00,2025-05-01 23:10:00+00:00,0.01244191,3457,0.10362399208656815,0.6673316014102803
171,2025-05-01 21:15:00+00:00,2025-05-01 16:15:00-05:00,2025-05-01 23:15:00+00:00,0.01244191,3559,0.10668145439285392,0.6682130265355354
172,2025-05-01 21:20:00+00:00,2025-05-01 16:20:00-05:00,2025-05-01 23:20:00+00:00,0.01244191,3946,0.11828182608434999,0.6600018556318427
