timestep,cpu_demand_norm,batch_share,service_demand_norm,batch_demand_norm
0,0.4674978037521322,0.22768198221344305,0.36105697711341556,0.10644082663871665
1,0.48431526660081226,0.20266961364722236,0.38615927863537414,0.09815598796543812
2,0.5047804185363853,0.19064054346023382,0.40854880521852455,0.09623161331786079
3,0.5057032945341127,0.20666950768922057,0.4011898436159307,0.10451345091818197
4,0.513945360306142,0.20458558145897857,0.4087995499297657,0.10514581037637631
5,0.5029287995666596,0.20423341521598476,0.4002139332206852,0.10271486634597436
6,0.5188275906494323,0.22519073545350898,0.40199242393751455,0.11683516671191777
7,0.516762546809389,0.20292499115915452,0.4118985115667116,0.10486403524267744
8,0.5173927126811533,0.19488934664088461,0.4165583849499684,0.10083432773118489
9,0.5243375197851391,0.20312289270494685,0.41783256601264435,0.10650495377249475
10,0.5277320402576283,0.18024001155098796,0.43261361122576697,0.09511842903186137
11,0.5297725147485439,0.19604844884557662,0.42591143499107154,0.1038610797574724
12,0.5142965330866084,0.19338193907003257,0.4148408722613249,0.0994556608252835
13,0.5458831850204513,0.19281298756546048,0.4406298172549091,0.10525336776554224
14,0.544457879435528,0.20277532898774606,0.43405525381301824,0.11040262562250977
15,0.5531506368639023,0.20335059675941053,0.44066712475977976,0.11248351210412252
16,0.5873844271423434,0.22015082705575223,0.45807125970728724,0.12931316743505614
17,0.5559135444718676,0.20743976305038275,0.440594970530125,0.11531857394174262
18,0.5327510841206766,0.18749709857259017,0.43286180158664783,0.09988928253402878
19,0.5231582134681242,0.1935642302121648,0.42189349659899533,0.10126471686912884
20,0.5498353613580347,0.1930107285481463,0.44371123768078713,0.10612412367724756
21,0.5788529941834555,0.2102954140619363,0.4571228640906541,0.12173013009280138
22,0.5709725969419321,0.21879006654358807,0.44604946446244154,0.12492313247949062
23,0.5852348755655309,0.20400149247550178,0.465846087501448,0.11938878806408287
24,0.5945924659302786,0.20296740308299194,0.47390957722769755,0.12068288870258101
25,0.5749420223623516,0.19847939312085633,0.4608278786841942,0.11411414367815735
26,0.5876527382616966,0.1927067839543419,0.4744080689893224,0.1132446692723742
27,0.601068017324337,0.19905831158203052,0.48142043264979584,0.1196475846745412
28,0.6015444267638418,0.20680297495155273,0.4771432497435529,0.12440117702028892
29,0.5903583791561181,0.2137801635686151,0.4641514682960207,0.12620691086009742
30,0.6100878431482568,0.2303197387470095,0.4695725705016238,0.14051527264663302
31,0.6126587362868446,0.22669864421863373,0.47376983140191553,0.13888890488492914
32,0.6011727682614654,0.20976254940886088,0.4750692357557581,0.1261035325057073
33,0.5980226757849535,0.23384634611190924,0.4581772581605752,0.13984541762437833
34,0.607450262357504,0.25121670338179203,0.45484860997964716,0.15260165237785683
35,0.5877997428047405,0.26955770818144226,0.42935379126465345,0.15844595154008703
36,0.5943788565441058,0.27404686339237444,0.4314911952414475,0.1628876613026583
37,0.6089352938612425,0.2660430104935559,0.4469323150866194,0.16200297877462305
38,0.588220945914007,0.2427230323044606,0.4454461742567611,0.1427747716572459
39,0.5730243354302678,0.2597924274638791,0.4241569523329624,0.14886738309730535
40,0.5802647049131313,0.25559566275466217,0.43195156308772104,0.14831314182541028
41,0.5738740295001451,0.26439497024379865,0.42214462254676544,0.1517294069533797
42,0.5715995125262234,0.24325923688027565,0.4325526513079567,0.13904686121826668
43,0.5834303666695296,0.23803552002105752,0.4445532159432719,0.13887715072625775
44,0.5856306593191302,0.24573471989968376,0.4417208732866766,0.14390978603245358
45,0.5988049245852886,0.24454883080844117,0.4523678803956195,0.1464370441896691
46,0.5880497804239275,0.204149315151727,0.4679998204752593,0.12004995994866824
47,0.5929046312914835,0.21726286215761345,0.4640884741105913,0.1288161571808922
48,0.5891420978827226,0.242307559096514,0.4463885141837606,0.14275358369896204
49,0.5691639758095692,0.2422440301421814,0.43128740049771214,0.1378765753118571
50,0.5630755616458958,0.21853839431516517,0.4400219325256919,0.12305362912020387
51,0.5226618122737642,0.21491636143350276,0.4103332373196463,0.11232857495411787
52,0.5422057951801229,0.20674163609367702,0.43010928198511117,0.11209651319501175
53,0.5741230382400254,0.22124680177402153,0.4471001522046355,0.1270228860353899
54,0.5957778297742117,0.23866515988872136,0.453586418772994,0.14219141100121765
55,0.5710527550389385,0.2544899130307858,0.42572558907308844,0.14532716596585007
56,0.5679613880798444,0.23109723178770145,0.43670708353229193,0.13125430454755246
57,0.5935672474129019,0.23347865835602377,0.4549819628428595,0.13858528457004235
58,0.5858973465414755,0.24698534082188933,0.4411892907192886,0.14470805582218693
59,0.5871335027709274,0.26538219169938837,0.4313187269854397,0.1558147757854876
60,0.6090102013929195,0.24450780545705947,0.46010245354937496,0.14890774784354457
61,0.5801151888022085,0.21425201899357735,0.455824338352495,0.12429085044971348
62,0.5830547387140423,0.2259447097878586,0.4513166049848623,0.13173813372918003
63,0.5893925789436415,0.2256127931049291,0.4564180729728491,0.13297450597079238
64,0.6066363826051566,0.2189284660336813,0.4738264099211883,0.13280997268396832
65,0.6060865815249022,0.23575377194383315,0.463199383805863,0.14288719771903924
66,0.6098660137513373,0.23226328107923244,0.4682165323787394,0.1416494813725979
67,0.603660629133953,0.2232900937180003,0.4688691906807656,0.1347914384531874
68,0.6003742640867268,0.24064867931486625,0.4558949903396212,0.14447927374710554
69,0.6099212132573761,0.24263453863839932,0.4619332610728999,0.14798795218447622
70,0.6105449100504996,0.23257584756774738,0.4685469101173306,0.14199799993316903
71,0.5965010950498946,0.25859832271371763,0.442246912373096,0.15425418267679858
72,0.5848095788552167,0.2562432207780064,0.43495608882752645,0.14985349002769022
73,0.5768718251356794,0.240483590185729,0.43814361755005715,0.13872820758562224
74,0.60771470756785,0.2342138454407685,0.4653795089774717,0.14233519859037824
75,0.6152483236637436,0.239411435791171,0.4679508391272956,0.14729748453644795
76,0.5903741406947013,0.22143422271860852,0.4596451017368037,0.13072903895789761
77,0.5891499300952102,0.23299139808860322,0.4518830641985243,0.13726686589668588
78,0.5861598115528599,0.24041193895869153,0.44523999471777564,0.14091981683508428
79,0.607056288591583,0.231770315166056,0.46635866126117553,0.14069762733040744
80,0.602694865010993,0.23231540883993543,0.46267956104023444,0.14001530397075854
81,0.6098681879150457,0.24166760062241965,0.46248280624567367,0.14738538166937204
82,0.595129822557837,0.21424649858308714,0.4676253418724464,0.12750448068539053
83,0.5911023686069892,0.22928306272170473,0.4555726071507247,0.13552976145626452
84,0.5970015996878977,0.24101215114200825,0.4531169599118974,0.1438846397760003
85,0.5862405703106554,0.2374706050406256,0.4470256673796226,0.13921490293103272
