timestamp_utc,market_id,gross_demand_mw,wind_mw,solar_mw,net_load_mw,market_scale_mw,forecast_gross_h1_mw,forecast_gross_h2_mw,forecast_gross_h3_mw,forecast_net_h1_mw,forecast_net_h2_mw,forecast_net_h3_mw,forecast_issue_time_utc,forecast_vintage_id,quality_ok
2025-11-06 21:00:00+00:00,MISO_MINN_HUB,71164,17332,5610,48222,101249.75,72026.73679327407,72892.7860638644,73364.78698464841,51813.015157832255,54744.126236357595,55785.556275284645,2025-11-06T21:00:00Z,causal-ridge-shortlag-v2,True
2025-11-06 21:00:00+00:00,CAISO_NP15,26565,3532,14423,8610,33983.0,26114.142088365406,25726.7070168367,25628.32446684677,9428.524178372256,12120.93725895572,14589.299355971672,2025-11-06T21:00:00Z,causal-ridge-shortlag-v2,True
2025-11-06 21:00:00+00:00,SPP_NORTH_HUB,32211,17533,683,13995,46366.75,32277.150078586164,32323.441268181145,32272.963800900074,14578.189052579517,14656.137149440758,14428.358981622252,2025-11-06T21:00:00Z,causal-ridge-shortlag-v2,True
2025-11-06 21:00:00+00:00,ISONE_NEMA,14244,1384,14,12846,18007.25,15038.308971928747,15141.33241834963,14762.17111236214,13764.088571963906,13950.577375806908,13617.203846100825,2025-11-06T21:00:00Z,causal-ridge-shortlag-v2,True
2025-11-06 22:00:00+00:00,ISONE_NEMA,15013,1325,1,13687,18007.25,15075.881314714707,14684.37941019232,14114.558903016517,13808.686649615225,13461.895870502447,12935.627849431354,2025-11-06T22:00:00Z,causal-ridge-shortlag-v2,True
2025-11-06 22:00:00+00:00,SPP_NORTH_HUB,32290,15631,368,16291,46366.75,32281.155833478744,32115.90569538335,31756.091125978513,17392.611735097664,17446.60352375269,17019.62002607185,2025-11-06T22:00:00Z,causal-ridge-shortlag-v2,True
2025-11-06 22:00:00+00:00,MISO_MINN_HUB,72484,17536,1096,53852,101249.75,73781.94295046471,74058.23504301962,73292.6965921663,57546.00187357935,58263.57757840952,56055.88837601198,2025-11-06T22:00:00Z,causal-ridge-shortlag-v2,True
2025-11-06 22:00:00+00:00,CAISO_NP15,27123,3521,14324,9278,33983.0,26934.75759184045,26732.5228860845,26601.086594982302,10765.454626376524,13741.528061257284,16292.51374624423,2025-11-06T22:00:00Z,causal-ridge-shortlag-v2,True
2025-11-06 23:00:00+00:00,ISONE_NEMA,14904,1332,1,13571,18007.25,14329.329503869518,13655.434247379344,12991.139150113337,12999.812216292978,12351.3156189226,11729.628086560308,2025-11-06T23:00:00Z,causal-ridge-shortlag-v2,True
2025-11-06 23:00:00+00:00,MISO_MINN_HUB,74370,18435,20,55915,101249.75,74797.667684953,73965.76401653035,72290.84604930614,55976.94912148746,53854.20270735582,51656.637156893165,2025-11-06T23:00:00Z,causal-ridge-shortlag-v2,True
2025-11-06 23:00:00+00:00,SPP_NORTH_HUB,32756,15248,46,17462,46366.75,32883.372392666024,32595.46067999051,31998.627071645613,17562.909918490062,17072.213177553407,16376.08986060544,2025-11-06T23:00:00Z,causal-ridge-shortlag-v2,True
2025-11-06 23:00:00+00:00,CAISO_NP15,26714,3537,13057,10120,33983.0,26357.267832526104,26203.68159797407,26065.65278019142,12119.208765530562,14944.829796807353,17279.54068535503,2025-11-06T23:00:00Z,causal-ridge-shortlag-v2,True
2025-11-07 00:00:00+00:00,CAISO_NP15,25710,3744,9359,12607,33983.0,25241.13959846859,25147.541954269014,25061.704123694588,15282.186886361842,17480.646419973054,19014.76632026115,2025-11-07T00:00:00Z,causal-ridge-shortlag-v2,True
2025-11-07 00:00:00+00:00,MISO_MINN_HUB,74010,19372,12,54626,101249.75,72269.61649858324,70015.57268819996,67673.27564987133,52059.01767445571,49459.85575111698,47078.30933429465,2025-11-07T00:00:00Z,causal-ridge-shortlag-v2,True
2025-11-07 00:00:00+00:00,SPP_NORTH_HUB,32767,16224,0,16543,46366.75,32433.824335928664,31803.534568952397,31000.230288343042,15470.60229360071,14552.17523044948,13650.724937623385,2025-11-07T00:00:00Z,causal-ridge-shortlag-v2,True
2025-11-07 00:00:00+00:00,ISONE_NEMA,14621,1301,1,13319,18007.25,14206.694095401417,13653.59220063442,12969.580497245546,12953.263692142513,12447.192624135989,11799.69976264509,2025-11-07T00:00:00Z,causal-ridge-shortlag-v2,True
2025-11-07 01:00:00+00:00,MISO_MINN_HUB,72961,20204,3,52754,101249.75,71092.83398537544,68651.38289542982,66491.90840437339,50472.49978664404,48458.468029828546,45494.78164484794,2025-11-07T01:00:00Z,causal-ridge-shortlag-v2,True
