timestamp_utc,market_id,gross_demand_mw,wind_mw,solar_mw,net_load_mw,market_scale_mw,forecast_gross_h1_mw,forecast_gross_h2_mw,forecast_gross_h3_mw,forecast_net_h1_mw,forecast_net_h2_mw,forecast_net_h3_mw,forecast_issue_time_utc,forecast_vintage_id,quality_ok
2025-06-01 21:00:00+00:00,CAISO_NP15,25694,2513,12804,10377,33983.0,25694,25694,25694,10377,10377,10377,2025-06-01T21:00:00Z,persistence-placeholder,True
2025-06-01 21:00:00+00:00,SPP_NORTH_HUB,39890,3952,770,35168,46366.75,39890,39890,39890,35168,35168,35168,2025-06-01T21:00:00Z,persistence-placeholder,True
2025-06-01 21:00:00+00:00,ISONE_NEMA,10621,930,289,9402,18007.25,10621,10621,10621,9402,9402,9402,2025-06-01T21:00:00Z,persistence-placeholder,True
2025-06-01 21:00:00+00:00,MISO_MINN_HUB,76169,3025,10663,62481,101249.75,76169,76169,76169,62481,62481,62481,2025-06-01T21:00:00Z,persistence-placeholder,True
2025-06-01 22:00:00+00:00,ISONE_NEMA,11559,830,153,10576,18007.25,11559,11559,11559,10576,10576,10576,2025-06-01T22:00:00Z,persistence-placeholder,True
2025-06-01 22:00:00+00:00,CAISO_NP15,26473,2436,13318,10719,33983.0,26473,26473,26473,10719,10719,10719,2025-06-01T22:00:00Z,persistence-placeholder,True
2025-06-01 22:00:00+00:00,MISO_MINN_HUB,77610,3695,9090,64825,101249.75,77610,77610,77610,64825,64825,64825,2025-06-01T22:00:00Z,persistence-placeholder,True
2025-06-01 22:00:00+00:00,SPP_NORTH_HUB,40356,4988,733,34635,46366.75,40356,40356,40356,34635,34635,34635,2025-06-01T22:00:00Z,persistence-placeholder,True
2025-06-01 23:00:00+00:00,ISONE_NEMA,12075,788,57,11230,18007.25,12075,12075,12075,11230,11230,11230,2025-06-01T23:00:00Z,persistence-placeholder,True
2025-06-01 23:00:00+00:00,CAISO_NP15,26461,2804,12620,11037,33983.0,26461,26461,26461,11037,11037,11037,2025-06-01T23:00:00Z,persistence-placeholder,True
2025-06-01 23:00:00+00:00,MISO_MINN_HUB,77894,4566,5943,67385,101249.75,77894,77894,77894,67385,67385,67385,2025-06-01T23:00:00Z,persistence-placeholder,True
2025-06-01 23:00:00+00:00,SPP_NORTH_HUB,39984,6136,735,33113,46366.75,39984,39984,39984,33113,33113,33113,2025-06-01T23:00:00Z,persistence-placeholder,True
2025-06-02 00:00:00+00:00,SPP_NORTH_HUB,38815,7421,375,31019,46366.75,38815,38815,38815,31019,31019,31019,2025-06-02T00:00:00Z,persistence-placeholder,True
2025-06-02 00:00:00+00:00,ISONE_NEMA,12329,771,7,11551,18007.25,12329,12329,12329,11551,11551,11551,2025-06-02T00:00:00Z,persistence-placeholder,True
2025-06-02 00:00:00+00:00,CAISO_NP15,27449,3358,11815,12276,33983.0,27449,27449,27449,12276,12276,12276,2025-06-02T00:00:00Z,persistence-placeholder,True
2025-06-02 00:00:00+00:00,MISO_MINN_HUB,76767,5763,1665,69339,101249.75,76767,76767,76767,69339,69339,69339,2025-06-02T00:00:00Z,persistence-placeholder,True
2025-06-02 01:00:00+00:00,ISONE_NEMA,11947,719,2,11226,18007.25,11947,11947,11947,11226,11226,11226,2025-06-02T01:00:00Z,persistence-placeholder,True
2025-06-02 01:00:00+00:00,CAISO_NP15,28783,3760,10218,14805,33983.0,28783,28783,28783,14805,14805,14805,2025-06-02T01:00:00Z,persistence-placeholder,True
2025-06-02 01:00:00+00:00,MISO_MINN_HUB,75514,7717,43,67754,101249.75,75514,75514,75514,67754,67754,67754,2025-06-02T01:00:00Z,persistence-placeholder,True
2025-06-02 01:00:00+00:00,SPP_NORTH_HUB,37159,9666,41,27452,46366.75,37159,37159,37159,27452,27452,27452,2025-06-02T01:00:00Z,persistence-placeholder,True
2025-06-02 02:00:00+00:00,SPP_NORTH_HUB,35906,13375,0,22531,46366.75,35906,35906,35906,22531,22531,22531,2025-06-02T02:00:00Z,persistence-placeholder,True
2025-06-02 02:00:00+00:00,CAISO_NP15,29934,3618,5934,20382,33983.0,29934,29934,29934,20382,20382,20382,2025-06-02T02:00:00Z,persistence-placeholder,True
2025-06-02 02:00:00+00:00,MISO_MINN_HUB,73450,10079,1,63370,101249.75,73450,73450,73450,63370,63370,63370,2025-06-02T02:00:00Z,persistence-placeholder,True
2025-06-02 02:00:00+00:00,ISONE_NEMA,10990,627,2,10361,18007.25,10990,10990,10990,10361,10361,10361,2025-06-02T02:00:00Z,persistence-placeholder,True
2025-06-02 03:00:00+00:00,SPP_NORTH_HUB,33886,16312,0,17574,46366.75,33886,33886,33886,17574,17574,17574,2025-06-02T03:00:00Z,persistence-placeholder,True
2025-06-02 03:00:00+00:00,CAISO_NP15,29965,3453,1254,25258,33983.0,29965,29965,29965,25258,25258,25258,2025-06-02T03:00:00Z,persistence-placeholder,True
2025-06-02 03:00:00+00:00,ISONE_NEMA,10050,585,2,9463,18007.25,10050,10050,10050,9463,9463,9463,2025-06-02T03:00:00Z,persistence-placeholder,True
2025-06-02 03:00:00+00:00,MISO_MINN_HUB,69094,11784,1,57309,101249.75,69094,69094,69094,57309,57309,57309,2025-06-02T03:00:00Z,persistence-placeholder,True
2025-06-02 04:00:00+00:00,SPP_NORTH_HUB,31547,17585,0,13962,46366.75,31547,31547,31547,13962,13962,13962,2025-06-02T04:00:00Z,persistence-placeholder,True
2025-06-02 04:00:00+00:00,CAISO_NP15,29945,2892,0,27053,33983.0,29945,29945,29945,27053,27053,27053,2025-06-02T04:00:00Z,persistence-placeholder,True
2025-06-02 04:00:00+00:00,MISO_MINN_HUB,65111,12383,1,52727,101249.75,65111,65111,65111,52727,52727,52727,2025-06-02T04:00:00Z,persistence-placeholder,True
2025-06-02 04:00:00+00:00,ISONE_NEMA,9437,633,2,8802,18007.25,9437,9437,9437,8802,8802,8802,2025-06-02T04:00:00Z,persistence-placeholder,True
2025-06-02 05:00:00+00:00,SPP_NORTH_HUB,29733,17894,0,11839,46366.75,29733,29733,29733,11839,11839,11839,2025-06-02T05:00:00Z,persistence-placeholder,True
2025-06-02 05:00:00+00:00,MISO_MINN_HUB,61845,13428,2,48415,101249.75,61845,61845,61845,48415,48415,48415,2025-06-02T05:00:00Z,persistence-placeholder,True
2025-06-02 05:00:00+00:00,ISONE_NEMA,9275,625,2,8648,18007.25,9275,9275,9275,8648,8648,8648,2025-06-02T05:00:00Z,persistence-placeholder,True
2025-06-02 05:00:00+00:00,CAISO_NP15,29114,3074,0,26040,33983.0,29114,29114,29114,26040,26040,26040,2025-06-02T05:00:00Z,persistence-placeholder,True
2025-06-02 06:00:00+00:00,ISONE_NEMA,8906,570,2,8334,18007.25,8906,8906,8906,8334,8334,8334,2025-06-02T06:00:00Z,persistence-placeholder,True
2025-06-02 06:00:00+00:00,SPP_NORTH_HUB,28423,17910,0,10513,46366.75,28423,28423,28423,10513,10513,10513,2025-06-02T06:00:00Z,persistence-placeholder,True
2025-06-02 06:00:00+00:00,MISO_MINN_HUB,59769,13932,3,45834,101249.75,59769,59769,59769,45834,45834,45834,2025-06-02T06:00:00Z,persistence-placeholder,True
2025-06-02 06:00:00+00:00,CAISO_NP15,27210,2840,0,24370,33983.0,27210,27210,27210,24370,24370,24370,2025-06-02T06:00:00Z,persistence-placeholder,True
2025-06-02 07:00:00+00:00,SPP_NORTH_HUB,27595,17453,0,10142,46366.75,27595,27595,27595,10142,10142,10142,2025-06-02T07:00:00Z,persistence-placeholder,True
2025-06-02 07:00:00+00:00,ISONE_NEMA,8856,594,2,8260,18007.25,8856,8856,8856,8260,8260,8260,2025-06-02T07:00:00Z,persistence-placeholder,True
2025-06-02 07:00:00+00:00,CAISO_NP15,25351,2976,0,22375,33983.0,25351,25351,25351,22375,22375,22375,2025-06-02T07:00:00Z,persistence-placeholder,True
2025-06-02 07:00:00+00:00,MISO_MINN_HUB,58680,13887,2,44791,101249.75,58680,58680,58680,44791,44791,44791,2025-06-02T07:00:00Z,persistence-placeholder,True
2025-06-02 08:00:00+00:00,SPP_NORTH_HUB,27170,17076,0,10094,46366.75,27170,27170,27170,10094,10094,10094,2025-06-02T08:00:00Z,persistence-placeholder,True
2025-06-02 08:00:00+00:00,ISONE_NEMA,9141,558,2,8581,18007.25,9141,9141,9141,8581,8581,8581,2025-06-02T08:00:00Z,persistence-placeholder,True
2025-06-02 08:00:00+00:00,CAISO_NP15,24060,2955,0,21105,33983.0,24060,24060,24060,21105,21105,21105,2025-06-02T08:00:00Z,persistence-placeholder,True
2025-06-02 08:00:00+00:00,MISO_MINN_HUB,58367,13981,3,44383,101249.75,58367,58367,58367,44383,44383,44383,2025-06-02T08:00:00Z,persistence-placeholder,True
2025-06-02 09:00:00+00:00,MISO_MINN_HUB,59378,13952,2,45424,101249.75,59378,59378,59378,45424,45424,45424,2025-06-02T09:00:00Z,persistence-placeholder,True
2025-06-02 09:00:00+00:00,CAISO_NP15,23103,2708,0,20395,33983.0,23103,23103,23103,20395,20395,20395,2025-06-02T09:00:00Z,persistence-placeholder,True
2025-06-02 09:00:00+00:00,SPP_NORTH_HUB,27242,16900,0,10342,46366.75,27242,27242,27242,10342,10342,10342,2025-06-02T09:00:00Z,persistence-placeholder,True
2025-06-02 09:00:00+00:00,ISONE_NEMA,9783,570,9,9204,18007.25,9783,9783,9783,9204,9204,9204,2025-06-02T09:00:00Z,persistence-placeholder,True
2025-06-02 10:00:00+00:00,CAISO_NP15,22178,2398,0,19780,33983.0,22178,22178,22178,19780,19780,19780,2025-06-02T10:00:00Z,persistence-placeholder,True
2025-06-02 10:00:00+00:00,ISONE_NEMA,10609,517,76,10016,18007.25,10609,10609,10609,10016,10016,10016,2025-06-02T10:00:00Z,persistence-placeholder,True
2025-06-02 10:00:00+00:00,MISO_MINN_HUB,62031,14056,48,47927,101249.75,62031,62031,62031,47927,47927,47927,2025-06-02T10:00:00Z,persistence-placeholder,True
2025-06-02 10:00:00+00:00,SPP_NORTH_HUB,27960,17009,0,10951,46366.75,27960,27960,27960,10951,10951,10951,2025-06-02T10:00:00Z,persistence-placeholder,True
2025-06-02 11:00:00+00:00,CAISO_NP15,21956,1923,0,20033,33983.0,21956,21956,21956,20033,20033,20033,2025-06-02T11:00:00Z,persistence-placeholder,True
2025-06-02 11:00:00+00:00,ISONE_NEMA,10603,427,243,9933,18007.25,10603,10603,10603,9933,9933,9933,2025-06-02T11:00:00Z,persistence-placeholder,True
2025-06-02 11:00:00+00:00,SPP_NORTH_HUB,28999,16944,18,12037,46366.75,28999,28999,28999,12037,12037,12037,2025-06-02T11:00:00Z,persistence-placeholder,True
2025-06-02 11:00:00+00:00,MISO_MINN_HUB,65125,14448,1558,49119,101249.75,65125,65125,65125,49119,49119,49119,2025-06-02T11:00:00Z,persistence-placeholder,True
2025-06-02 12:00:00+00:00,ISONE_NEMA,9753,336,439,8978,18007.25,9753,9753,9753,8978,8978,8978,2025-06-02T12:00:00Z,persistence-placeholder,True
2025-06-02 12:00:00+00:00,SPP_NORTH_HUB,30440,16164,224,14052,46366.75,30440,30440,30440,14052,14052,14052,2025-06-02T12:00:00Z,persistence-placeholder,True
2025-06-02 12:00:00+00:00,MISO_MINN_HUB,68189,13717,5767,48705,101249.75,68189,68189,68189,48705,48705,48705,2025-06-02T12:00:00Z,persistence-placeholder,True
2025-06-02 12:00:00+00:00,CAISO_NP15,21868,2028,0,19840,33983.0,21868,21868,21868,19840,19840,19840,2025-06-02T12:00:00Z,persistence-placeholder,True
2025-06-02 13:00:00+00:00,ISONE_NEMA,8863,316,550,7997,18007.25,8863,8863,8863,7997,7997,7997,2025-06-02T13:00:00Z,persistence-placeholder,True
2025-06-02 13:00:00+00:00,SPP_NORTH_HUB,32040,13795,527,17718,46366.75,32040,32040,32040,17718,17718,17718,2025-06-02T13:00:00Z,persistence-placeholder,True
2025-06-02 13:00:00+00:00,MISO_MINN_HUB,70783,11295,9337,50151,101249.75,70783,70783,70783,50151,50151,50151,2025-06-02T13:00:00Z,persistence-placeholder,True
