timestamp_utc,price_usd_mwh
2025-05-12 09:00:00+00:00,34.75575
2025-05-12 10:00:00+00:00,34.08724
2025-05-12 11:00:00+00:00,36.35015
2025-05-12 12:00:00+00:00,40.09371
2025-05-12 13:00:00+00:00,42.52512
2025-05-12 14:00:00+00:00,30.26382
2025-05-12 15:00:00+00:00,22.64404
2025-05-12 16:00:00+00:00,21.36169
2025-05-12 17:00:00+00:00,16.41137
2025-05-12 18:00:00+00:00,16.29548
2025-05-12 19:00:00+00:00,14.1381
2025-05-12 20:00:00+00:00,12.92073
2025-05-12 21:00:00+00:00,14.96165
2025-05-12 22:00:00+00:00,15.54418
2025-05-12 23:00:00+00:00,16.52274
2025-05-13 00:00:00+00:00,25.81274
2025-05-13 01:00:00+00:00,40.0
2025-05-13 02:00:00+00:00,44.69164
2025-05-13 03:00:00+00:00,42.47457
2025-05-13 04:00:00+00:00,37.80378
2025-05-13 05:00:00+00:00,41.30012
2025-05-13 06:00:00+00:00,40.0
2025-05-13 07:00:00+00:00,29.82623
2025-05-13 08:00:00+00:00,29.62644
2025-05-13 09:00:00+00:00,31.92257
2025-05-13 10:00:00+00:00,30.59111
2025-05-13 11:00:00+00:00,33.4378
2025-05-13 12:00:00+00:00,36.46784
2025-05-13 13:00:00+00:00,38.79367
2025-05-13 14:00:00+00:00,30.61373
2025-05-13 15:00:00+00:00,22.43674
2025-05-13 16:00:00+00:00,20.0
2025-05-13 17:00:00+00:00,12.33247
2025-05-13 18:00:00+00:00,8.39681
2025-05-13 19:00:00+00:00,4.16947
2025-05-13 20:00:00+00:00,5.99056
2025-05-13 21:00:00+00:00,3.79017
2025-05-13 22:00:00+00:00,5.36734
2025-05-13 23:00:00+00:00,8.18504
2025-05-14 00:00:00+00:00,17.65113
2025-05-14 01:00:00+00:00,29.82517
2025-05-14 02:00:00+00:00,38.086
2025-05-14 03:00:00+00:00,40.0295
2025-05-14 04:00:00+00:00,36.29378
2025-05-14 05:00:00+00:00,32.45479
2025-05-14 06:00:00+00:00,31.41415
2025-05-14 07:00:00+00:00,29.41875
2025-05-14 08:00:00+00:00,28.6919
2025-05-14 09:00:00+00:00,26.54168
2025-05-14 10:00:00+00:00,24.96014
2025-05-14 11:00:00+00:00,26.17745
2025-05-14 12:00:00+00:00,30.98416
2025-05-14 13:00:00+00:00,33.02368
2025-05-14 14:00:00+00:00,16.82919
2025-05-14 15:00:00+00:00,11.11854
2025-05-14 16:00:00+00:00,7.08207
2025-05-14 17:00:00+00:00,0.03236
2025-05-14 18:00:00+00:00,-1.86974
2025-05-14 19:00:00+00:00,-4.83775
2025-05-14 20:00:00+00:00,-3.36306
2025-05-14 21:00:00+00:00,-3.6319
2025-05-14 22:00:00+00:00,-2.75123
2025-05-14 23:00:00+00:00,-0.07899
2025-05-15 00:00:00+00:00,9.25712
2025-05-15 01:00:00+00:00,22.81385
2025-05-15 02:00:00+00:00,38.45
2025-05-15 03:00:00+00:00,44.50062
2025-05-15 04:00:00+00:00,37.3344
2025-05-15 05:00:00+00:00,35.57717
2025-05-15 06:00:00+00:00,34.69793
2025-05-15 07:00:00+00:00,38.4837
2025-05-15 08:00:00+00:00,36.60934
2025-05-15 09:00:00+00:00,35.82548
2025-05-15 10:00:00+00:00,35.83686
2025-05-15 11:00:00+00:00,36.08706
2025-05-15 12:00:00+00:00,41.83812
2025-05-15 13:00:00+00:00,44.14624
2025-05-15 14:00:00+00:00,25.83389
2025-05-15 15:00:00+00:00,21.98337
2025-05-15 16:00:00+00:00,14.01616
