timestamp_utc,market_id,gross_demand_mw,wind_mw,solar_mw,net_load_mw,market_scale_mw,forecast_gross_h1_mw,forecast_gross_h2_mw,forecast_gross_h3_mw,forecast_net_h1_mw,forecast_net_h2_mw,forecast_net_h3_mw,forecast_issue_time_utc,forecast_vintage_id,quality_ok
2025-06-05 21:00:00+00:00,MISO_MINN_HUB,88447,2265,7190,78992,101249.75,88447,88447,88447,78992,78992,78992,2025-06-05T21:00:00Z,persistence-placeholder,True
2025-06-05 21:00:00+00:00,CAISO_NP15,26129,2178,17517,6434,33983.0,26129,26129,26129,6434,6434,6434,2025-06-05T21:00:00Z,persistence-placeholder,True
2025-06-05 21:00:00+00:00,SPP_NORTH_HUB,37447,8088,451,28908,46366.75,37447,37447,37447,28908,28908,28908,2025-06-05T21:00:00Z,persistence-placeholder,True
2025-06-05 21:00:00+00:00,ISONE_NEMA,18423,350,411,17662,18007.25,18423,18423,18423,17662,17662,17662,2025-06-05T21:00:00Z,persistence-placeholder,True
2025-06-05 22:00:00+00:00,MISO_MINN_HUB,88561,2224,6075,80262,101249.75,88561,88561,88561,80262,80262,80262,2025-06-05T22:00:00Z,persistence-placeholder,True
2025-06-05 22:00:00+00:00,ISONE_NEMA,19022,337,194,18491,18007.25,19022,19022,19022,18491,18491,18491,2025-06-05T22:00:00Z,persistence-placeholder,True
2025-06-05 22:00:00+00:00,SPP_NORTH_HUB,37082,8126,309,28647,46366.75,37082,37082,37082,28647,28647,28647,2025-06-05T22:00:00Z,persistence-placeholder,True
2025-06-05 22:00:00+00:00,CAISO_NP15,26202,2604,17093,6505,33983.0,26202,26202,26202,6505,6505,6505,2025-06-05T22:00:00Z,persistence-placeholder,True
2025-06-05 23:00:00+00:00,CAISO_NP15,26825,2733,16832,7260,33983.0,26825,26825,26825,7260,7260,7260,2025-06-05T23:00:00Z,persistence-placeholder,True
2025-06-05 23:00:00+00:00,MISO_MINN_HUB,87555,2366,3734,81455,101249.75,87555,87555,87555,81455,81455,81455,2025-06-05T23:00:00Z,persistence-placeholder,True
2025-06-05 23:00:00+00:00,SPP_NORTH_HUB,36447,7415,274,28758,46366.75,36447,36447,36447,28758,28758,28758,2025-06-05T23:00:00Z,persistence-placeholder,True
2025-06-05 23:00:00+00:00,ISONE_NEMA,18988,386,67,18535,18007.25,18988,18988,18988,18535,18535,18535,2025-06-05T23:00:00Z,persistence-placeholder,True
2025-06-06 00:00:00+00:00,ISONE_NEMA,18788,355,19,18414,18007.25,18788,18788,18788,18414,18414,18414,2025-06-06T00:00:00Z,persistence-placeholder,True
2025-06-06 00:00:00+00:00,MISO_MINN_HUB,85819,2388,1244,82187,101249.75,85819,85819,85819,82187,82187,82187,2025-06-06T00:00:00Z,persistence-placeholder,True
2025-06-06 00:00:00+00:00,CAISO_NP15,27412,3025,15823,8564,33983.0,27412,27412,27412,8564,8564,8564,2025-06-06T00:00:00Z,persistence-placeholder,True
2025-06-06 00:00:00+00:00,SPP_NORTH_HUB,35767,7833,260,27674,46366.75,35767,35767,35767,27674,27674,27674,2025-06-06T00:00:00Z,persistence-placeholder,True
2025-06-06 01:00:00+00:00,CAISO_NP15,28573,3311,14101,11161,33983.0,28573,28573,28573,11161,11161,11161,2025-06-06T01:00:00Z,persistence-placeholder,True
2025-06-06 01:00:00+00:00,ISONE_NEMA,17968,345,13,17610,18007.25,17968,17968,17968,17610,17610,17610,2025-06-06T01:00:00Z,persistence-placeholder,True
2025-06-06 01:00:00+00:00,MISO_MINN_HUB,84043,2425,40,81578,101249.75,84043,84043,84043,81578,81578,81578,2025-06-06T01:00:00Z,persistence-placeholder,True
2025-06-06 01:00:00+00:00,SPP_NORTH_HUB,34858,8270,43,26545,46366.75,34858,34858,34858,26545,26545,26545,2025-06-06T01:00:00Z,persistence-placeholder,True
2025-06-06 02:00:00+00:00,SPP_NORTH_HUB,34251,9416,2,24833,46366.75,34251,34251,34251,24833,24833,24833,2025-06-06T02:00:00Z,persistence-placeholder,True
2025-06-06 02:00:00+00:00,MISO_MINN_HUB,81508,2870,2,78636,101249.75,81508,81508,81508,78636,78636,78636,2025-06-06T02:00:00Z,persistence-placeholder,True
2025-06-06 02:00:00+00:00,ISONE_NEMA,16436,288,13,16135,18007.25,16436,16436,16436,16135,16135,16135,2025-06-06T02:00:00Z,persistence-placeholder,True
2025-06-06 02:00:00+00:00,CAISO_NP15,29231,3153,8445,17633,33983.0,29231,29231,29231,17633,17633,17633,2025-06-06T02:00:00Z,persistence-placeholder,True
2025-06-06 03:00:00+00:00,MISO_MINN_HUB,76980,3046,2,73932,101249.75,76980,76980,76980,73932,73932,73932,2025-06-06T03:00:00Z,persistence-placeholder,True
2025-06-06 03:00:00+00:00,ISONE_NEMA,14953,239,13,14701,18007.25,14953,14953,14953,14701,14701,14701,2025-06-06T03:00:00Z,persistence-placeholder,True
2025-06-06 03:00:00+00:00,CAISO_NP15,29938,2829,1774,25335,33983.0,29938,29938,29938,25335,25335,25335,2025-06-06T03:00:00Z,persistence-placeholder,True
2025-06-06 03:00:00+00:00,SPP_NORTH_HUB,32678,10366,0,22312,46366.75,32678,32678,32678,22312,22312,22312,2025-06-06T03:00:00Z,persistence-placeholder,True
2025-06-06 04:00:00+00:00,SPP_NORTH_HUB,30877,10595,0,20282,46366.75,30877,30877,30877,20282,20282,20282,2025-06-06T04:00:00Z,persistence-placeholder,True
