collection_id,submit_time,end_time,duration_sec,scheduling_class,priority,job_type,terminal_type,num_tasks,avg_cpu_request,avg_mem_request,total_cpu_request,total_mem_request
731279315866,0,,,0,0,batch,,3094,0.003238677978515625,0.00390625,22.33392333984375,26.9375
321692487614,0,,,0,119,batch,,5,0.0140838623046875,0.00650787353515625,22.5341796875,10.41259765625
735324483720,0,,,3,200,service,,3,0.0017604827880859375,0.0016498565673828125,0.017604827880859375,0.016498565673828125
707761881460,0,,,2,115,service,,1,0.001216888427734375,0.0014286041259765625,0.001216888427734375,0.0014286041259765625
157495932491,0,,,0,200,service,,1,0.0004494190216064453,0.00044846534729003906,0.0017976760864257812,0.0017938613891601562
710314124244,0,,,3,200,service,,2,0.008330947474429484,0.009466974358809622,0.15828800201416016,0.1798725128173828
735651647232,0,,,1,115,batch,,1,0.0012154579162597656,0.002960205078125,0.0048618316650390625,0.0118408203125
437413959785,0,,,2,25,service,,1,0.0860595703125,0.0016307830810546875,126.2493896484375,2.3923587799072266
95070755367,0,,,2,360,service,,8,0.006146766521312572,0.0023231506347656246,0.3319253921508789,0.12545013427734375
668775097529,0,,,0,200,service,,1,0.002391815185546875,0.0020351409912109375,0.007175445556640625,0.0061054229736328125
423449550,0,,,1,200,service,,1,0.15927750723702566,0.0024918147495814735,1.1149425506591797,0.017442703247070312
659678686269,0,,,1,115,batch,,1,0.0008189201354980469,0.0007719039916992187,0.008189201354980469,0.0077190399169921875
104472498581,0,,,0,119,batch,,1,0.0224609375,0.00716400146484375,0.2021484375,0.06447601318359375
720586111943,0,,,3,200,service,,5,0.031825043434320494,0.02070245077443677,1.3684768676757812,0.8902053833007812
735895909915,0,,,2,200,service,,2,0.02020740509033203,0.0020809173583984375,0.04041481018066406,0.004161834716796875
736956597439,0,13859039563,13859.039563,2,200,service,6,1,0.0078582763671875,0.001720428466796875,0.0078582763671875,0.001720428466796875
668774403313,0,,,0,200,service,,1,0.0002841949462890625,0.0004138946533203125,0.0002841949462890625,0.0004138946533203125
102964039469,0,,,2,200,service,,3,0.00395965576171875,0.00528717041015625,0.02771759033203125,0.03701019287109375
