collection_id,submit_time,end_time,duration_sec,scheduling_class,priority,job_type,terminal_type,num_tasks,avg_cpu_request,avg_mem_request,total_cpu_request,total_mem_request
373160158293,0,,,2,119,service,,1,0.0003554821014404297,0.0005557537078857422,0.0014219284057617188,0.0022230148315429688
222454106607,0,,,1,200,service,,20,0.000997431137982537,0.0020904541015625,0.0678253173828125,0.14215087890625
347297555651,0,,,0,200,service,,1,0.0032672882080078125,0.001556396484375,0.006534576416015625,0.00311279296875
294778700446,0,,,1,119,batch,,1,0.0012149810791015625,0.0008249282836914062,0.0036449432373046875,0.0024747848510742188
149314682977,0,,,1,200,service,,1,0.0088043212890625,0.0012722015380859375,0.0704345703125,0.0101776123046875
374663425251,0,,,2,360,service,,1,0.0027313232421875,0.003177642822265625,0.0027313232421875,0.003177642822265625
358200954770,0,,,2,200,service,,2,0.008079288512703,0.0038983052171121446,3.0782089233398438,1.4852542877197266
247636183824,0,,,3,360,service,,3,0.0012161948464133523,0.0004126375371759588,0.02675628662109375,0.009078025817871094
82524854416,0,,,2,200,service,,1,0.0088043212890625,0.0018749237060546875,0.0792388916015625,0.016874313354492188
374890027974,0,,,0,200,service,,4,0.016204833984375,0.020843505859375,0.0648193359375,0.0833740234375
111504101881,0,,,3,200,service,,3,0.0005675724574497768,0.002471923828125,0.007946014404296875,0.03460693359375
374590303630,0,,,1,200,service,,15,0.009557704732875637,0.0033717299952651515,0.9462127685546875,0.33380126953125
95374466423,0,,,1,200,service,,1,0.00096893310546875,0.0009517669677734375,0.0019378662109375,0.001903533935546875
360405595106,0,,,2,119,service,,10,0.0005199909210205078,0.0008258819580078125,0.027039527893066406,0.04294586181640625
295906694340,0,,,2,200,service,,1,0.0008096694946289062,0.0013027191162109375,0.0024290084838867188,0.0039081573486328125
374675823305,0,,,1,200,service,,1,0.004992008209228516,0.0015544891357421875,0.009984016418457031,0.003108978271484375
374839604042,0,,,2,200,service,,1,0.0081024169921875,0.002605438232421875,0.0567169189453125,0.018238067626953125
295414542623,0,,,2,200,service,,1,0.0081024169921875,0.020843505859375,0.0243072509765625,0.062530517578125
373286538575,0,804789719781,804789.719781,2,200,service,6,2,0.0247802734375,0.02008056640625,0.09912109375,0.080322265625
10163832288,0,,,3,450,service,,1,0.0,0.00780487060546875,0.0,0.00780487060546875
