timestamp_utc,market_id,gross_demand_mw,wind_mw,solar_mw,net_load_mw,market_scale_mw,forecast_gross_h1_mw,forecast_gross_h2_mw,forecast_gross_h3_mw,forecast_net_h1_mw,forecast_net_h2_mw,forecast_net_h3_mw,forecast_issue_time_utc,forecast_vintage_id,quality_ok
2025-12-11 21:00:00+00:00,CAISO_NP15,28864,763,11563,16538,33983.0,28864,28864,28864,16538,16538,16538,2025-12-11T21:00:00Z,persistence-placeholder,True
2025-12-11 21:00:00+00:00,ISONE_NEMA,17523,1364,6,16153,18007.25,17523,17523,17523,16153,16153,16153,2025-12-11T21:00:00Z,persistence-placeholder,True
2025-12-11 21:00:00+00:00,MISO_MINN_HUB,81356,3929,2439,74988,101249.75,81356,81356,81356,74988,74988,74988,2025-12-11T21:00:00Z,persistence-placeholder,True
2025-12-11 21:00:00+00:00,SPP_NORTH_HUB,33523,13325,677,19521,46366.75,33523,33523,33523,19521,19521,19521,2025-12-11T21:00:00Z,persistence-placeholder,True
2025-12-11 22:00:00+00:00,ISONE_NEMA,18260,1395,3,16862,18007.25,18260,18260,18260,16862,16862,16862,2025-12-11T22:00:00Z,persistence-placeholder,True
2025-12-11 22:00:00+00:00,SPP_NORTH_HUB,33898,12443,285,21170,46366.75,33898,33898,33898,21170,21170,21170,2025-12-11T22:00:00Z,persistence-placeholder,True
2025-12-11 22:00:00+00:00,CAISO_NP15,28083,702,10563,16818,33983.0,28083,28083,28083,16818,16818,16818,2025-12-11T22:00:00Z,persistence-placeholder,True
2025-12-11 22:00:00+00:00,MISO_MINN_HUB,83470,3565,562,79343,101249.75,83470,83470,83470,79343,79343,79343,2025-12-11T22:00:00Z,persistence-placeholder,True
2025-12-11 23:00:00+00:00,SPP_NORTH_HUB,34949,13515,18,21416,46366.75,34949,34949,34949,21416,21416,21416,2025-12-11T23:00:00Z,persistence-placeholder,True
2025-12-11 23:00:00+00:00,CAISO_NP15,26958,720,5832,20406,33983.0,26958,26958,26958,20406,20406,20406,2025-12-11T23:00:00Z,persistence-placeholder,True
2025-12-11 23:00:00+00:00,MISO_MINN_HUB,85304,3165,3,82136,101249.75,85304,85304,85304,82136,82136,82136,2025-12-11T23:00:00Z,persistence-placeholder,True
2025-12-11 23:00:00+00:00,ISONE_NEMA,18207,1335,3,16869,18007.25,18207,18207,18207,16869,16869,16869,2025-12-11T23:00:00Z,persistence-placeholder,True
2025-12-12 00:00:00+00:00,CAISO_NP15,27559,721,517,26321,33983.0,27559,27559,27559,26321,26321,26321,2025-12-12T00:00:00Z,persistence-placeholder,True
2025-12-12 00:00:00+00:00,SPP_NORTH_HUB,35362,15271,0,20091,46366.75,35362,35362,35362,20091,20091,20091,2025-12-12T00:00:00Z,persistence-placeholder,True
2025-12-12 00:00:00+00:00,ISONE_NEMA,17975,1393,3,16579,18007.25,17975,17975,17975,16579,16579,16579,2025-12-12T00:00:00Z,persistence-placeholder,True
2025-12-12 00:00:00+00:00,MISO_MINN_HUB,85260,2946,1,82313,101249.75,85260,85260,85260,82313,82313,82313,2025-12-12T00:00:00Z,persistence-placeholder,True
2025-12-12 01:00:00+00:00,CAISO_NP15,28815,702,0,28113,33983.0,28815,28815,28815,28113,28113,28113,2025-12-12T01:00:00Z,persistence-placeholder,True
2025-12-12 01:00:00+00:00,SPP_NORTH_HUB,35278,16015,0,19263,46366.75,35278,35278,35278,19263,19263,19263,2025-12-12T01:00:00Z,persistence-placeholder,True
